l,size,n_eis_members,persistent_pairs,breaking_pairs,min_break_prime,pair_classes,conductors,members
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[85, 2635]","['85a', '2635c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[88, 264]","['88a', '264d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[90, 2790]","['90a', '2790e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[90, 2790]","['90b', '2790p']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[90, 9090]","['90c', '9090y']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[92, 4692]","['92b', '4692f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[100, 4700]","['100a', '4700e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[108, 5292]","['108a', '5292c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[109, 5777]","['109a', '5777b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[110, 5390]","['110a', '5390bi']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[112, 1456]","['112a', '1456c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[114, 1482]","['114b', '1482a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[116, 348]","['116a', '348d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[120, 5880]","['120b', '5880i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[122, 6466]","['122a', '6466a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[126, 3654]","['126b', '3654k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[129, 5289]","['129a', '5289b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[132, 6468]","['132a', '6468r']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[132, 2244]","['132b', '2244a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[140, 420]","['140b', '420a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[141, 4371]","['141d', '4371a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[144, 7056]","['144a', '7056bg']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[152, 8056]","['152b', '8056a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[154, 2618]","['154a', '2618a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[162, 4698]","['162a', '4698f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[162, 5022]","['162b', '5022g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[162, 5022]","['162c', '5022d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[162, 4698]","['162d', '4698m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[170, 510]","['170e', '510a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[175, 5425]","['175b', '5425a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[176, 528]","['176a', '528c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[176, 4048]","['176c', '4048k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[180, 8460]","['180a', '8460l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[182, 546]","['182d', '546e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[182, 9282]","['182e', '9282b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[184, 552]","['184d', '552b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[186, 930]","['186a', '930d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[189, 3213]","['189a', '3213b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[189, 3213]","['189d', '3213p']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[190, 570]","['190a', '570j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[195, 2145]","['195b', '2145h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[195, 5655]","['195d', '5655d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[196, 3332]","['196a', '3332e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[196, 3332]","['196b', '3332a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[198, 4554]","['198a', '4554o']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[198, 9702]","['198b', '9702cb']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[200, 600]","['200a', '600e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[200, 600]","['200e', '600g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[201, 9849]","['201b', '9849p']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[201, 9849]","['201c', '9849e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[204, 1020]","['204b', '1020f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[207, 3519]","['207a', '3519e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[208, 1456]","['208a', '1456l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[208, 2288]","['208b', '2288a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[216, 1080]","['216b', '1080f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[216, 1080]","['216c', '1080h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[222, 3774]","['222b', '3774n']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[225, 6975]","['225d', '6975l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[225, 6975]","['225e', '6975s']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[234, 4446]","['234b', '4446k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[234, 4446]","['234c', '4446a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[234, 1638]","['234e', '1638r']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[245, 735]","['245a', '735f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[245, 735]","['245b', '735b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[245, 7595]","['245c', '7595j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[246, 3198]","['246a', '3198d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[246, 1230]","['246b', '1230i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[246, 2706]","['246g', '2706b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[258, 1806]","['258e', '1806h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[264, 5016]","['264a', '5016e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[270, 4590]","['270b', '4590m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[270, 4590]","['270d', '4590d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[280, 4760]","['280a', '4760a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[286, 1430]","['286c', '1430b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[286, 1430]","['286f', '1430f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[294, 8526]","['294c', '8526y']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[294]","['294d', '294g']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[294]","['294e', '294f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[296, 8584]","['296b', '8584e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[300, 2100]","['300a', '2100d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[300, 2100]","['300b', '2100o']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[303, 1111]","['303a', '1111b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[304, 8816]","['304a', '8816j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[304, 1520]","['304d', '1520c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[315, 9765]","['315a', '9765m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[330, 9570]","['330a', '9570b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[336, 9744]","['336d', '9744r']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[338, 1690]","['338a', '1690b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[338, 1690]","['338b', '1690g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[338, 2366]","['338c', '2366o']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[338, 7098]","['338f', '7098i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[342, 4446]","['342b', '4446p']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[342, 9918]","['342g', '9918f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[345, 2415]","['345a', '2415b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[345, 6555]","['345b', '6555l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[345, 3795]","['345e', '3795d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[350, 1050]","['350e', '1050b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[350, 1050]","['350f', '1050q']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[352, 1760]","['352a', '1760c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[352, 1760]","['352c', '1760a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[354, 4602]","['354e', '4602c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[357, 1785]","['357b', '1785d']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[357, 4403]","['357d', '4403b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[363, 2541]","['363b', '2541d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[363, 2541]","['363c', '2541i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[364, 6916]","['364a', '6916f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[366, 8418]","['366a', '8418h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[366, 4026]","['366d', '4026f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[368, 4048]","['368b', '4048i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[368, 6992]","['368d', '6992a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[368, 1104]","['368g', '1104b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[372, 2604]","['372c', '2604d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[387, 1935]","['387b', '1935c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[387, 1935]","['387c', '1935a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[392, 1960]","['392b', '1960c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[392, 1960]","['392c', '1960g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[392, 5096]","['392d', '5096f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[392, 5880]","['392e', '5880v']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[392, 5880]","['392f', '5880bb']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[396, 6732]","['396a', '6732c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[396, 9108]","['396c', '9108t']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[400, 6800]","['400b', '6800j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[400, 6800]","['400c', '6800y']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[400, 1200]","['400g', '1200d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[400, 1200]","['400h', '1200h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[414, 4554]","['414d', '4554bg']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[416, 9568]","['416a', '9568c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[416, 9568]","['416b', '9568l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[420, 4620]","['420b', '4620g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[420, 9660]","['420d', '9660f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[429, 7293]","['429a', '7293b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[432, 2160]","['432c', '2160i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[432, 2160]","['432d', '2160f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[432, 3024]","['432e', '3024v']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[432, 3024]","['432f', '3024bd']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[434, 1302]","['434e', '1302m']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[441]","['441a', '441b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[448, 5824]","['448e', '5824v']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[448, 5824]","['448h', '5824n']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[450, 7650]","['450b', '7650cm']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[450, 7650]","['450d', '7650ba']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[460, 1380]","['460b', '1380b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[462, 8778]","['462a', '8778d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[464, 1392]","['464f', '1392j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[464, 1392]","['464g', '1392i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[469, 7035]","['469b', '7035f']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[470, 658]","['470c', '658a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[477, 8109]","['477a', '8109h']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[490]","['490e', '490g']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[490]","['490i', '490j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[494, 2470]","['494a', '2470a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[494, 1482]","['494c', '1482b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[504, 6552]","['504h', '6552z']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[510, 6630]","['510b', '6630o']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[522, 6786]","['522j', '6786q']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[522]","['522l', '522m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[528, 8976]","['528i', '8976be']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[539, 8085]","['539b', '8085d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[546, 2730]","['546b', '2730k']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[551, 1421]","['551c', '1421g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[558, 2790]","['558a', '2790c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[558, 2790]","['558e', '2790n']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[558, 2790]","['558h', '2790w']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[560, 9520]","['560a', '9520a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[560, 1680]","['560e', '1680q']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[574, 1722]","['574e', '1722d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[585, 6435]","['585g', '6435m']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[588]","['588a', '588c']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[588]","['588d', '588e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[594, 2970]","['594b', '2970g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[594, 4158]","['594d', '4158k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[594, 4158]","['594e', '4158o']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[594, 2970]","['594f', '2970bd']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[600, 6600]","['600b', '6600d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[600, 6600]","['600i', '6600bf']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[602, 6622]","['602b', '6622c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[606, 6666]","['606e', '6666i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[612, 3060]","['612c', '3060k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[612, 3060]","['612d', '3060j']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[615, 3895]","['615b', '3895a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[650, 1950]","['650c', '1950f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[650, 4550]","['650h', '4550u']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[650, 1950]","['650m', '1950s']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[662, 3310]","['662a', '3310b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[666, 7326]","['666g', '7326k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[675, 7425]","['675b', '7425b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[675, 7425]","['675d', '7425m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[675, 7425]","['675f', '7425s']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[675, 7425]","['675i', '7425v']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[676, 2028]","['676d', '2028a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[676, 2028]","['676e', '2028b']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[690, 2990]","['690b', '2990c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[693, 3465]","['693b', '3465g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[696, 4872]","['696a', '4872b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[700, 7700]","['700c', '7700f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[700, 2100]","['700d', '2100m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[700, 7700]","['700f', '7700i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[700, 2100]","['700g', '2100q']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[700, 2100]","['700j', '2100i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 4914]","['702b', '4914e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 7722]","['702c', '7722d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 7722]","['702f', '7722g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 4914]","['702g', '4914l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 4914]","['702i', '4914u']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 7722]","['702j', '7722p']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 4914]","['702m', '4914y']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[702, 7722]","['702o', '7722z']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[704, 2112]","['704e', '2112j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[704, 3520]","['704g', '3520be']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[704, 2112]","['704i', '2112z']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[704, 3520]","['704j', '3520bg']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[714, 3570]","['714b', '3570b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[714, 7854]","['714c', '7854g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[722, 2166]","['722b', '2166c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[722, 2166]","['722d', '2166f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[726, 3630]","['726b', '3630f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[726, 3630]","['726d', '3630l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[726, 3630]","['726g', '3630r']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[726, 3630]","['726i', '3630y']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[730, 9490]","['730e', '9490c']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[730, 6862]","['730j', '6862e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[738, 3690]","['738b', '3690i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[738, 9594]","['738d', '9594i']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[738, 8118]","['738f', '8118p']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[741, 3705]","['741a', '3705a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[742, 2226]","['742f', '2226g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[744, 3720]","['744g', '3720h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[756, 3780]","['756a', '3780a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[756, 3780]","['756c', '3780g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[762, 5334]","['762f', '5334d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[765, 8415]","['765a', '8415b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[765, 8415]","['765b', '8415j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[774, 5418]","['774c', '5418e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[784, 3920]","['784a', '3920j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[784, 3920]","['784d', '3920e']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[792]","['792f', '792g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[808, 8888]","['808b', '8888c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[816, 4080]","['816g', '4080s']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[816, 4080]","['816i', '4080bd']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[825, 5775]","['825a', '5775g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[825, 5775]","['825c', '5775w']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[832, 5824]","['832c', '5824c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[832, 9152]","['832e', '9152e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[832, 5824]","['832g', '5824ba']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[832, 9152]","['832i', '9152be']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[834, 5838]","['834c', '5838f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[850, 2550]","['850e', '2550o']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[850, 2550]","['850i', '2550r']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[850, 2550]","['850j', '2550ba']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[856, 9416]","['856b', '9416b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[858, 6006]","['858f', '6006x']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[882, 4410]","['882c', '4410n']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[882]","['882h', '882k']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[882]","['882j', '882l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[894, 9834]","['894a', '9834b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[900, 6300]","['900d', '6300m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[900, 6300]","['900f', '6300u']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[906, 1510]","['906e', '1510b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[909, 9999]","['909a', '9999e']"
7,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[915, 8601]","['915a', '8601c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[918, 6426]","['918d', '6426e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[918, 6426]","['918j', '6426ba']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[924, 4620]","['924c', '4620e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[924, 4620]","['924f', '4620m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[930, 6510]","['930f', '6510g']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[950, 2850]","['950c', '2850c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[950, 6650]","['950d', '6650x']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[966, 4830]","['966h', '4830u']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[968, 4840]","['968a', '4840a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[968, 4840]","['968c', '4840d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[968, 2904]","['968e', '2904o']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[974, 2922]","['974h', '2922l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[975, 6825]","['975d', '6825e']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[980]","['980a', '980c']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[980]","['980e', '980f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[980, 2940]","['980i', '2940j']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[1014, 5070]","['1014a', '5070f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[1014, 5070]","['1014d', '5070n']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[1020, 7140]","['1020a', '7140b']"
7,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[1026]","['1026d', '1026e']"
