l,size,n_eis_members,persistent_pairs,breaking_pairs,min_break_prime,pair_classes,conductors,members
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8892]","['8892j', '8892k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8904]","['8904h', '8904j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8910]","['8910a', '8910c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8910]","['8910o', '8910q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8925]","['8925j', '8925n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8940]","['8940i', '8940j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8946]","['8946u', '8946v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[8976]","['8976m', '8976n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9016]","['9016h', '9016k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9016]","['9016i', '9016j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9024]","['9024v', '9024y']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9024]","['9024bd', '9024bf']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9030]","['9030a', '9030c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9042]","['9042b', '9042c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9044]","['9044a', '9044b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9050]","['9050c', '9050d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9065]","['9065a', '9065b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9075]","['9075a', '9075h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9075]","['9075c', '9075i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9075]","['9075p', '9075q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9075]","['9075r', '9075s']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[9086, 9499]","['9086e', '9499a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9090]","['9090s', '9090t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9090]","['9090u', '9090w']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9090]","['9090y', '9090z']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9100]","['9100g', '9100k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9108]","['9108p', '9108t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9108]","['9108r', '9108s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9114]","['9114f', '9114j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9114]","['9114k', '9114p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9126]","['9126f', '9126h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9126]","['9126o', '9126q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9126]","['9126z', '9126bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9126]","['9126bi', '9126bj']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9130]","['9130h', '9130i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9150]","['9150b', '9150d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9150]","['9150h', '9150i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9150]","['9150j', '9150k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9150]","['9150q', '9150r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9150]","['9150y', '9150ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9162]","['9162t', '9162u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9198]","['9198g', '9198h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9200]","['9200b', '9200l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9200]","['9200j', '9200p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9200]","['9200u', '9200bf']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9200]","['9200x', '9200bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9200]","['9200bc', '9200bl']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9200]","['9200bd', '9200bi']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9200]","['9200bj', '9200bk']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9225]","['9225w', '9225bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9240]","['9240e', '9240f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9240]","['9240l', '9240m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9240]","['9240z', '9240ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9240]","['9240bf', '9240bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9266]","['9266e', '9266f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9282]","['9282o', '9282p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9300]","['9300b', '9300g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9300]","['9300c', '9300f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9300]","['9300l', '9300m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9306]","['9306l', '9306m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9315]","['9315b', '9315e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9315]","['9315g', '9315j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9350]","['9350g', '9350m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9350]","['9350j', '9350k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9350]","['9350p', '9350q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9350]","['9350u', '9350bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9350]","['9350bd', '9350bk']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9360]","['9360l', '9360p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9360]","['9360bj', '9360bk']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9360]","['9360bo', '9360bp']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9360]","['9360bt', '9360bz']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9386]","['9386b', '9386d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9386]","['9386k', '9386l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9394]","['9394i', '9394j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9398]","['9398e', '9398f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9400]","['9400d', '9400g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9400]","['9400h', '9400n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9400]","['9400k', '9400o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408c', '9408d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408bi', '9408bk']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408bo', '9408bt']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408bx', '9408ci']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408cc', '9408cg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408cl', '9408cp']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408cm', '9408co']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9408]","['9408cs', '9408df']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9420]","['9420a', '9420b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9438]","['9438m', '9438q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9438]","['9438bc', '9438bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450b', '9450t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450e', '9450q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450f', '9450r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450m', '9450v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450u', '9450z']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450x', '9450y']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450ba', '9450br']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450bc', '9450bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450be', '9450bq']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450cd', '9450cg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450ce', '9450ct']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450cu', '9450cz']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450cx', '9450cy']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450dc', '9450ds']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450dd', '9450dt']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450de', '9450dp']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450dg', '9450dr']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9450]","['9450dk', '9450dy']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9510]","['9510h', '9510i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9510]","['9510r', '9510s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9520]","['9520i', '9520j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9522]","['9522i', '9522o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9522]","['9522l', '9522n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9555]","['9555h', '9555i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9555]","['9555n', '9555o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9570]","['9570a', '9570b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9600]","['9600d', '9600e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9600]","['9600o', '9600p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9600]","['9600r', '9600t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9600]","['9600bi', '9600bj']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9614]","['9614c', '9614d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9633]","['9633m', '9633n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9675]","['9675j', '9675x']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9680]","['9680l', '9680o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9680]","['9680m', '9680n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9702]","['9702c', '9702d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9702]","['9702k', '9702l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9702]","['9702bb', '9702bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9702]","['9702bg', '9702bh']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9702]","['9702bn', '9702bo']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9702]","['9702by', '9702cb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9702]","['9702ca', '9702cc']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9735]","['9735e', '9735f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9775]","['9775d', '9775f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9800]","['9800d', '9800o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9800]","['9800e', '9800p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9800]","['9800w', '9800x']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9800]","['9800bc', '9800be']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9800]","['9800bn', '9800bo']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9810]","['9810h', '9810i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9828]","['9828d', '9828e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9828]","['9828f', '9828g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9834]","['9834c', '9834d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9840]","['9840o', '9840p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9840]","['9840u', '9840v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9867]","['9867g', '9867h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9900]","['9900k', '9900x']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9900]","['9900m', '9900w']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9900]","['9900n', '9900ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9900]","['9900o', '9900bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9900]","['9900v', '9900z']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9922]","['9922d', '9922e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9930]","['9930r', '9930s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9936]","['9936i', '9936l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9936]","['9936q', '9936v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9936]","['9936bi', '9936bn']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9936]","['9936bk', '9936bm']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9936]","['9936bq', '9936bx']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9936]","['9936bs', '9936bw']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9940]","['9940d', '9940e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9950]","['9950o', '9950q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9968]","['9968o', '9968q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9975]","['9975d', '9975h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[9996]","['9996o', '9996q']"
7,17,17,136,0,None,"{'EIS': 136}","[26, 174, 258, 294, 490, 546, 574, 678, 762, 858, 1230, 2110, 4730, 5010, 6378, 6690, 7530]","['26b', '174b', '258f', '294b', '490k', '546f', '574i', '678d', '762g', '858k', '1230k', '2110h', '4730k', '5010h', '6378c', '6690j', '7530l']"
7,11,0,55,0,None,"{'EIS': 0, 'P3': 53, 'P2': 2}","[208, 1392, 2064, 2352, 3920, 4368, 4592, 5424, 6096, 6864, 9840]","['208d', '1392k', '2064e', '2352l', '3920bj', '4368n', '4592f', '5424l', '6096f', '6864j', '9840r']"
7,11,0,55,0,None,"{'EIS': 0, 'P3': 52, 'P2': 3}","[234, 522, 774, 882, 1638, 2034, 2286, 2574, 3690, 4410, 5166]","['234a', '522d', '774d', '882d', '1638h', '2034c', '2286f', '2574d', '3690g', '4410i', '5166r']"
7,6,0,15,0,None,"{'EIS': 0, 'P3': 12, 'P2': 3}","[294, 490, 1274, 3822, 4018, 8526]","['294a', '490f', '1274n', '3822v', '4018s', '8526o']"
7,6,0,15,0,None,"{'EIS': 0, 'P3': 14, 'P2': 1}","[650, 2450, 4350, 6150, 6450, 7350]","['650f', '2450j', '4350d', '6150a', '6450a', '7350j']"
7,5,0,10,0,None,"{'EIS': 0, 'P2': 4, 'P1': 2, 'P3': 4}","[49, 637, 8869]","['49a', '637a', '637c', '8869d', '8869i']"
7,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[84, 924, 1428, 3444]","['84b', '924a', '1428b', '3444c']"
7,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[378, 1890, 4158, 4914]","['378c', '1890n', '4158s', '4914q']"
7,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[378, 1890, 4158, 4914]","['378d', '1890b', '4158a', '4914b']"
7,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[405, 891, 3969, 6885]","['405c', '891d', '3969c', '6885c']"
7,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[405, 891, 3969, 6885]","['405d', '891g', '3969f', '6885h']"
7,4,0,6,0,None,"{'EIS': 0, 'P3': 6}","[832, 5568, 8256, 9408]","['832f', '5568b', '8256c', '9408h']"
7,4,0,6,0,None,"{'EIS': 0, 'P3': 6}","[832, 5568, 8256, 9408]","['832j', '5568bc', '8256bp', '9408ct']"
7,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[1120, 1760, 5920, 7840]","['1120f', '1760g', '5920f', '7840j']"
7,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[1120, 1760, 5920, 7840]","['1120h', '1760d', '5920h', '7840m']"
7,4,0,6,0,None,"{'EIS': 0, 'P3': 6}","[1872, 4176, 6192, 7056]","['1872n', '4176y', '6192o', '7056bs']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[35, 1085, 4865]","['35a', '1085b', '4865d']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[38, 1102, 3002]","['38b', '1102d', '3002b']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[42, 1218, 4074]","['42a', '1218d', '4074d']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[46, 506, 2806]","['46a', '506b', '2806b']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[51, 2397, 2499]","['51a', '2397b', '2499l']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[54, 378, 5454]","['54a', '378h', '5454g']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[54, 378, 5454]","['54b', '378g', '5454k']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[65, 3185, 8255]","['65a', '3185b', '8255a']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[77, 1155, 4389]","['77a', '1155k', '4389c']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[78, 3666, 3822]","['78a', '3666d', '3822i']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[102, 3774, 4998]","['102a', '3774f', '4998f']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[104, 1144, 5096]","['104a', '1144d', '5096i']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[110, 2090, 5390]","['110b', '2090k', '5390w']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[135, 2565, 9585]","['135a', '2565a', '9585b']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[135, 2565, 9585]","['135b', '2565b', '9585c']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[150, 7350, 8850]","['150a', '7350da', '8850bg']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[150, 7350, 8850]","['150b', '7350r', '8850e']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[152, 760, 7448]","['152a', '760b', '7448e']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[153, 7191, 7497]","['153b', '7191i', '7497m']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[160, 6880, 7840]","['160a', '6880b', '7840f']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[160, 6880, 7840]","['160b', '6880h', '7840s']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[174, 2262, 9222]","['174e', '2262c', '9222d']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[184, 3496, 6808]","['184a', '3496h', '6808f']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[190, 1330, 9310]","['190b', '1330a', '9310a']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[195, 273, 741]","['195c', '273b', '741d']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[204, 1020, 3876]","['204a', '1020c', '3876b']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[216, 4104, 4968]","['216a', '4104b', '4968j']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[216, 4104, 4968]","['216d', '4104d', '4968o']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[222, 2442, 3774]","['222e', '2442d', '3774g']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P1': 1}","[225, 9225]","['225a', '9225a', '9225e']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P1': 1}","[225, 9225]","['225b', '9225i', '9225l']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[252, 2772, 4284]","['252b', '2772h', '4284f']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[270, 5130, 7830]","['270a', '5130c', '7830i']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[270, 5130, 7830]","['270c', '5130p', '7830r']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[300, 3900, 5100]","['300c', '3900l', '5100t']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[300, 3900, 5100]","['300d', '3900g', '5100j']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[336, 3696, 5712]","['336f', '3696bb', '5712y']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[432, 8208, 9936]","['432g', '8208b', '9936v']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[432, 8208, 9936]","['432h', '8208a', '9936l']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[435, 1479, 3741]","['435b', '1479b', '3741c']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P1': 1}","[441, 5733]","['441d', '5733d', '5733k']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[585, 819, 2223]","['585i', '819d', '2223b']"
7,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[588, 6468, 9996]","['588f', '6468n', '9996q']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[1786, 2914, 5734]","['1786b', '2914a', '5734b']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[2535, 3549, 9633]","['2535k', '3549d', '9633q']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[2730, 7410, 8970]","['2730bc', '7410v', '8970p']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[3610, 5054, 7942]","['3610b', '5054a', '7942g']"
7,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[3610, 5054, 7942]","['3610f', '5054b', '7942p']"
7,3,0,3,0,None,"{'EIS': 0, 'P1': 3}","[8281]","['8281b', '8281f', '8281g']"
7,3,0,3,0,None,"{'EIS': 0, 'P1': 3}","[9310]","['9310f', '9310k', '9310l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[19, 2261]","['19a', '2261b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[20, 940]","['20a', '940a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[26, 182]","['26a', '182c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[27, 1323]","['27a', '1323m']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[30, 3030]","['30a', '3030h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[36, 1764]","['36a', '1764c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[43, 4171]","['43a', '4171d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[44, 1012]","['44a', '1012a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[50, 850]","['50a', '850d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[50, 850]","['50b', '850f']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[52, 7748]","['52a', '7748a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[53, 2703]","['53a', '2703b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[56, 728]","['56b', '728b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[57, 7239]","['57a', '7239b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[58, 174]","['58a', '174a']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[58, 6670]","['58b', '6670e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[61, 7259]","['61a', '7259d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[66, 3234]","['66a', '3234l']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[66, 1518]","['66b', '1518k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[69, 1173]","['69a', '1173d']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[70, 4970]","['70a', '4970h']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[75, 2325]","['75a', '2325e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[75, 2325]","['75c', '2325k']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[76, 4180]","['76a', '4180b']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[77, 6083]","['77b', '6083e']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[79, 6083]","['79a', '6083c']"
7,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[80, 3760]","['80b', '3760j']"
