label,class,cond,abs_disc,eqn,bad_lfactors,is_gl2_type,end_alg,geom_end_alg,st_group,Lhash,sealed
1991.a.1991.1,1991.a,1991,1991,"""[[0,1,2,0,-1],[1,0,0,1]]""","""[[11,[1,4,14,11]],[181,[1,16,164,-181]]]""",False,Q,Q,USp(4),775707039780775860,0
1995.a.341145.1,1995.a,1995,341145,"""[[-5,0,-1,3,1,1],[0,1,1]]""","""[[3,[1,1,3,3]],[5,[1,-1,3,5]],[7,[1,3,9,7]],[19,[1,-3,15,19]]]""",False,Q,Q,USp(4),609523705987749064,0
1996.a.31936.1,1996.a,1996,31936,"""[[3,4,1,1,1],[1,0,0,1]]""","""[[2,[1,0,1]],[499,[1,-4,494,499]]]""",False,Q,Q,USp(4),1318736584687208961,0
1996.b.510976.1,1996.b,1996,510976,"""[[1,3,1,1],[0,1,1,1]]""","""[[2,[1,0,-1]],[499,[1,-42,540,-499]]]""",False,Q,Q,USp(4),1905609884349296220,0
2001.a.2001.1,2001.a,2001,2001,"""[[0,0,0,1,1,1],[1,1,0,1]]""","""[[3,[1,2,4,3]],[23,[1,-5,17,23]],[29,[1,2,26,-29]]]""",False,Q,Q,USp(4),1672309473371122815,0
2001.b.2001.1,2001.b,2001,2001,"""[[-1,1,0,-2,0,1],[1,1,0,1]]""","""[[3,[1,0,2,-3]],[23,[1,-3,19,23]],[29,[1,-6,34,-29]]]""",False,Q,Q,USp(4),430790274089517330,0
2007.a.6021.1,2007.a,2007,6021,"""[[0,0,0,0,1,0,1],[1,1,1]]""","""[[3,[1,1,3]],[223,[1,-7,229,-223]]]""",False,Q,Q,USp(4),854050406449224126,0
2012.a.16096.1,2012.a,2012,16096,"""[[-16,-13,16,-4,-2,1],[1,0,0,1]]""","""[[2,[1,0,-1]],[503,[1,7,495,-503]]]""",False,Q,Q,USp(4),1650873775909020540,0
2016.a.4032.1,2016.a,2016,4032,"""[[-1,-3,-7,-10,-10,-6,-2],[1]]""","""[[2,[1]],[3,[1,2,1]],[7,[1,1,7,7]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2162753454406528587,0
2016.b.12096.1,2016.b,2016,12096,"""[[-10,-8,1,0,-1],[1,1,1,1]]""","""[[2,[1]],[3,[1,0,-1]],[7,[1,-1,7,-7]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2083498611169644915,0
2016.c.774144.1,2016.c,2016,774144,"""[[-2,-1,-1,2,1,1],[]]""","""[[2,[1]],[3,[1,0,3]],[7,[1,-3,3,7]]]""",False,Q,Q,USp(4),417393543603733132,0
2020.a.646400.1,2020.a,2020,646400,"""[[4,-4,5,-1,2],[0,0,0,1]]""","""[[2,[1,2,2]],[5,[1,2,2,-5]],[101,[1,13,87,-101]]]""",False,Q,Q,USp(4),1255827781184576553,0
2027.a.2027.1,2027.a,2027,2027,"""[[-1,-2,-3,-2],[1,0,1,1]]""","""[[2027,[1,37,1989,-2027]]]""",False,Q,Q,USp(4),2234076744933268871,0
2028.a.64896.1,2028.a,2028,64896,"""[[5,9,6,6,4,1,1],[0,1,1]]""","""[[2,[1,2,1]],[3,[1,0,2,3]],[13,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2194032622968040535,0
2031.a.6093.1,2031.a,2031,6093,"""[[0,-1,0,0,-1],[1,1,1,1]]""","""[[3,[1,1,1,-3]],[677,[1,-5,671,677]]]""",False,Q,Q,USp(4),852911228139628005,0
2036.a.8144.1,2036.a,2036,8144,"""[[0,0,0,1,0,-2,1],[1,1]]""","""[[2,[1,1,2]],[509,[1,7,515,509]]]""",False,Q,Q,USp(4),1938992057062319350,0
2043.a.2043.1,2043.a,2043,2043,"""[[0,1,2,-4,0,1],[0,1]]""","""[[3,[1,0,-1]],[227,[1,11,215,-227]]]""",False,Q,Q,USp(4),1503129181313680688,0
2054.a.4108.1,2054.a,2054,4108,"""[[0,0,-2,-1,2,1],[1,1]]""","""[[2,[1,1,2,2]],[13,[1,1,11,-13]],[79,[1,5,83,79]]]""",False,Q,Q,USp(4),1284296783236944861,0
2056.a.4112.1,2056.a,2056,4112,"""[[0,1,1,1],[0,1,0,1]]""","""[[2,[1,1,2]],[257,[1,-21,235,257]]]""",False,Q,Q,USp(4),1877310974269790494,0
2056.b.4112.1,2056.b,2056,4112,"""[[0,1,-1,3,-1,2],[0,1]]""","""[[2,[1,1]],[257,[1,29,227,-257]]]""",False,Q,Q,USp(4),326988795025865702,0
2056.c.263168.1,2056.c,2056,263168,"""[[0,0,1,1,-1,-2],[1,1]]""","""[[2,[1,-1]],[257,[1,-17,239,257]]]""",False,Q,Q,USp(4),1126263219022525504,0
2056.c.8224.1,2056.c,2056,8224,"""[[0,-3,3,19,-15,2],[1,1]]""","""[[2,[1,-1]],[257,[1,-17,239,257]]]""",False,Q,Q,USp(4),1126263219022525504,0
2058.a.16464.1,2058.a,2058,16464,"""[[-3,5,-11,10,-11,5,-3],[1,0,0,1]]""","""[[2,[1,-2,3,-2]],[3,[1,1,3,3]],[7,[1,1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),400783983776292442,0
2058.a.2058.1,2058.a,2058,2058,"""[[5,-4,-5,14,-5,-4,5],[1,0,0,1]]""","""[[2,[1,-2,3,-2]],[3,[1,1,3,3]],[7,[1,1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),400783983776292442,0
2059.a.2059.1,2059.a,2059,2059,"""[[0,-1,0,4,-4,1],[1]]""","""[[29,[1,-8,20,29]],[71,[1,8,62,-71]]]""",False,Q,Q,USp(4),1944588728320593263,0
2060.a.4120.1,2060.a,2060,4120,"""[[0,-1,-1,0,1,-1],[1,1,0,1]]""","""[[2,[1,1,1]],[5,[1,3,1,-5]],[103,[1,-10,92,103]]]""",False,Q,Q,USp(4),1015237494756152725,0
2061.a.6183.1,2061.a,2061,6183,"""[[0,-1,0,0,-1],[1,0,0,1]]""","""[[3,[1,1,3]],[229,[1,-11,239,-229]]]""",False,Q,Q,USp(4),509903604138496059,0
2063.a.2063.1,2063.a,2063,2063,"""[[0,-1,1,1],[1,0,1,1]]""","""[[2063,[1,13,2049,-2063]]]""",False,Q,Q,USp(4),2248829427391514498,0
2069.a.2069.1,2069.a,2069,2069,"""[[-1,3,0,-3,0,1],[0,0,0,1]]""","""[[2069,[1,-75,2143,-2069]]]""",False,Q,Q,USp(4),628991765738880146,0
2075.a.10375.1,2075.a,2075,10375,"""[[0,-1,1,0,-2],[1,0,0,1]]""","""[[5,[1,4,5]],[83,[1,-5,77,83]]]""",False,Q,Q,USp(4),1355312935673646717,0
2080.a.4160.1,2080.a,2080,4160,"""[[65,0,48,0,12,0,1],[0,1]]""","""[[2,[1,1,2]],[5,[1,3,7,5]],[13,[1,-5,7,13]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),543535094757209978,0
2080.a.4160.2,2080.a,2080,4160,"""[[-65,0,48,0,-12,0,1],[0,1]]""","""[[2,[1,1,2]],[5,[1,3,7,5]],[13,[1,-5,7,13]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),543535094757209978,0
2085.a.6255.1,2085.a,2085,6255,"""[[0,0,-1,0,2,0,-1],[1,1,1]]""","""[[3,[1,1,3,3]],[5,[1,4,8,5]],[139,[1,-9,147,-139]]]""",False,Q,Q,USp(4),194772779643549278,0
2094.a.12564.1,2094.a,2094,12564,"""[[0,0,2,-1,-2,1],[1,1]]""","""[[2,[1,1,2,2]],[3,[1,2,4,3]],[349,[1,-33,381,-349]]]""",False,Q,Q,USp(4),1116549859625285016,0
2094.b.50256.1,2094.b,2094,50256,"""[[1,3,0,-5,-1,3],[0,1]]""","""[[2,[1,-1,2,-2]],[3,[1,0,2,3]],[349,[1,-27,375,-349]]]""",False,Q,Q,USp(4),1928118659189337311,0
2101.a.2101.1,2101.a,2101,2101,"""[[0,0,0,0,-1,1],[1]]""","""[[11,[1,2,12,11]],[191,[1,-11,201,-191]]]""",False,Q,Q,USp(4),459862389585072699,0
2102.a.33632.1,2102.a,2102,33632,"""[[0,0,0,0,2,1],[1,1]]""","""[[2,[1,1,0,-2]],[1051,[1,28,1078,1051]]]""",False,Q,Q,USp(4),1060779267445535582,0
2102.b.67264.1,2102.b,2102,67264,"""[[0,8,-14,1,4,1],[0,1]]""","""[[2,[1,1,0,-2]],[1051,[1,47,1003,-1051]]]""",False,Q,Q,USp(4),1075347195512552874,0
2106.a.711828.1,2106.a,2106,711828,"""[[-1,0,1,1,-4,2],[1,0,1]]""","""[[2,[1,-1,2,-2]],[3,[1,0,3]],[13,[1,3,9,-13]]]""",False,Q,Q,USp(4),234044380020860485,0
2112.a.33792.1,2112.a,2112,33792,"""[[0,1,3,5,6,4],[1]]""","""[[2,[1,0,2]],[3,[1,0,2,3]],[11,[1,1,11,11]]]""",False,Q,Q,USp(4),1705410697633735804,0
2117.a.2117.1,2117.a,2117,2117,"""[[0,1,-1,-3,1,1],[1,0,1]]""","""[[29,[1,3,31,29]],[73,[1,-9,63,73]]]""",False,Q,Q,USp(4),2178635381335538720,0
2121.a.400869.1,2121.a,2121,400869,"""[[-1,0,8,-4,-2,1],[0,1]]""","""[[3,[1,-1,3,-3]],[7,[1,-1,7,-7]],[101,[1,-5,95,101]]]""",False,Q,Q,USp(4),306215718853101611,0
2123.a.409739.1,2123.a,2123,409739,"""[[0,-1,0,4,-5,1],[0,1]]""","""[[11,[1,1,11,11]],[193,[1,15,207,193]]]""",False,Q,Q,USp(4),197457641522634564,0
2127.a.6381.1,2127.a,2127,6381,"""[[0,2,4,0,-6,3],[1,0,1]]""","""[[3,[1,2,0,-3]],[709,[1,11,719,709]]]""",False,Q,Q,USp(4),2041817805040587434,0
2139.a.6417.1,2139.a,2139,6417,"""[[-1,-1,0,1,1],[1,0,1,1]]""","""[[3,[1,2,0,-3]],[23,[1,-1,21,23]],[31,[1,8,38,31]]]""",False,Q,Q,USp(4),2172540006164753802,0
2145.a.70785.1,2145.a,2145,70785,"""[[-1,2,3,-5,-1,1],[1,0,0,1]]""","""[[3,[1,1,1,-3]],[5,[1,-1,5,-5]],[11,[1,-1,11,-11]],[13,[1,3,9,-13]]]""",False,Q,Q,USp(4),424685613894370188,0
2148.a.77328.1,2148.a,2148,77328,"""[[0,-1,3,-3,1],[0,1,0,1]]""","""[[2,[1,1,2]],[3,[1,2,0,-3]],[179,[1,2,176,-179]]]""",False,Q,Q,USp(4),1593411341127188265,0
2154.a.17232.1,2154.a,2154,17232,"""[[1,1,3,2,3,1,1],[1,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,-1,3,-3]],[359,[1,-23,335,359]]]""",False,Q,Q,USp(4),1615200616850946610,0
2154.a.465264.1,2154.a,2154,465264,"""[[-1,18,-1,-9,0,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,-1,3,-3]],[359,[1,-23,335,359]]]""",False,Q,Q,USp(4),1615200616850946610,0
2156.a.17248.1,2156.a,2156,17248,"""[[0,2,5,7,5,2],[0,1,1]]""","""[[2,[1,2,1]],[7,[1,0,-1]],[11,[1,-1,11,-11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2268466609945773569,0
2156.b.34496.1,2156.b,2156,34496,"""[[1,3,0,-5,-1,2],[0,1,1]]""","""[[2,[1,2,1]],[7,[1,0,-1]],[11,[1,1,11,11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1287531940578593087,0
2156.c.275968.1,2156.c,2156,275968,"""[[8,12,18,13,9,3,1],[1,1,1]]""","""[[2,[1,0,-1]],[7,[1,0,-1]],[11,[1,1,11,11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),566468870562368779,0
2165.a.2165.1,2165.a,2165,2165,"""[[-2,3,1,-3,0,1],[1,0,0,1]]""","""[[5,[1,1,3,-5]],[433,[1,-9,423,433]]]""",False,Q,Q,USp(4),1829569210419396862,0
2165.a.270625.1,2165.a,2165,270625,"""[[0,1,0,-4,6,1],[1,1,1]]""","""[[5,[1,1,3,-5]],[433,[1,-9,423,433]]]""",False,Q,Q,USp(4),1829569210419396862,0
2166.a.6498.1,2166.a,2166,6498,"""[[-9,-15,0,3,3,1],[0,1,0,1]]""","""[[2,[1,1,0,-2]],[3,[1,0,2,-3]],[19,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),78963596694245647,0
2166.b.123462.1,2166.b,2166,123462,"""[[3,7,8,5,0,-1,-1],[0,1,0,1]]""","""[[2,[1,-1,2,-2]],[3,[1,1,1,-3]],[19,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1687260861875951626,0
2169.a.175689.1,2169.a,2169,175689,"""[[0,-1,-14,22,-9,1],[0,1,1]]""","""[[3,[1,0,3]],[241,[1,-19,259,-241]]]""",False,Q,Q x Q,N(SU(2)xSU(2)),455357332276658834,0
2172.a.4344.1,2172.a,2172,4344,"""[[0,0,-2,1,-1],[1,1,0,1]]""","""[[2,[1,1,1]],[3,[1,3,5,3]],[181,[1,6,174,-181]]]""",False,Q,Q,USp(4),996307298053735061,0
2173.a.89093.1,2173.a,2173,89093,"""[[1,6,3,3,1],[0,1,1,1]]""","""[[41,[1,-1,41,-41]],[53,[1,-3,49,53]]]""",False,Q,Q,USp(4),1497298300004952124,0
2176.a.69632.1,2176.a,2176,69632,"""[[-17,0,24,0,-9,0,1],[0,1]]""","""[[2,[1,-1]],[17,[1,-1,15,17]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),380220578829582607,0
2176.a.69632.2,2176.a,2176,69632,"""[[17,0,24,0,9,0,1],[0,1]]""","""[[2,[1,-1]],[17,[1,-1,15,17]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),380220578829582607,0
2176.b.557056.1,2176.b,2176,557056,"""[[-1,-3,-2,-1,-1],[0,1,0,1]]""","""[[2,[1,-1]],[17,[1,5,11,-17]]]""",False,Q,Q,USp(4),623401131504664994,0
2178.a.13068.1,2178.a,2178,13068,"""[[-1,0,-1,0,-1,0,-1],[1,0,0,1]]""","""[[2,[1,-2,3,-2]],[3,[1,2,1]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),995010691393012592,0
2178.b.176418.1,2178.b,2178,176418,"""[[0,1,-1,-3,-1,1],[0,1,1]]""","""[[2,[1,0,1,2]],[3,[1,0,-1]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1269468155102150881,0
2178.b.287496.1,2178.b,2178,287496,"""[[-3,9,-8,0,3,-2,-1],[0,1,1]]""","""[[2,[1,0,1,2]],[3,[1,0,-1]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1269468155102150881,0
2187.a.6561.1,2187.a,2187,6561,"""[[-1],[1,0,0,1]]""","""[[3,[1]]]""",False,Q,M_2(Q),J(E_3),1624528999262780744,0
2188.a.140032.1,2188.a,2188,140032,"""[[0,-1,-1,0,-4,-4],[1,1,1]]""","""[[2,[1,0,-1]],[547,[1,36,510,-547]]]""",False,Q,Q,USp(4),173198108156288857,0
2190.a.219000.1,2190.a,2190,219000,"""[[-26,105,-69,-7,7,1],[0,1,1]]""","""[[2,[1,0,1,2]],[3,[1,0,2,3]],[5,[1,-1,3,5]],[73,[1,-1,71,73]]]""",False,Q,Q,USp(4),1458261951105385206,0
2192.a.4384.1,2192.a,2192,4384,"""[[-1,-1,-2,-1,-1],[0,1,0,1]]""","""[[2,[1,-1]],[137,[1,-17,119,137]]]""",False,Q,Q,USp(4),678387058108437197,0
2207.a.2207.1,2207.a,2207,2207,"""[[0,-1],[1,1,1,1]]""","""[[2207,[1,51,2155,-2207]]]""",False,Q,Q,USp(4),600050295036342185,0
2208.a.141312.1,2208.a,2208,141312,"""[[46,0,29,0,2,0,-1],[0,1,0,1]]""","""[[2,[1,1]],[3,[1,-1,3,-3]],[23,[1,-9,31,-23]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),36814856416945726,0
2208.b.847872.1,2208.b,2208,847872,"""[[0,4,1,-3,-4,3],[]]""","""[[2,[1]],[3,[1,0,2,3]],[23,[1,-1,23,-23]]]""",False,Q,Q,USp(4),748442768652126565,0
2214.a.816966.1,2214.a,2214,816966,"""[[0,-5,27,-56,3,1],[1,1]]""","""[[2,[1,1,2,2]],[3,[1,2,3]],[41,[1,5,35,-41]]]""",False,Q,Q,USp(4),616470200663667791,0
2218.a.70976.1,2218.a,2218,70976,"""[[1,-1,2,0,-2],[0,1,0,1]]""","""[[2,[1,1,0,-2]],[1109,[1,17,1125,1109]]]""",False,Q,Q,USp(4),688802047451911511,0
2223.a.6669.1,2223.a,2223,6669,"""[[-1,0,0,4,3,3],[1,0,1]]""","""[[3,[1,0,-1]],[13,[1,5,7,-13]],[19,[1,5,23,19]]]""",False,Q,Q,USp(4),766505217281442316,0
2225.a.11125.1,2225.a,2225,11125,"""[[0,2,4,0,-3],[1,0,0,1]]""","""[[5,[1,0,-1]],[89,[1,15,103,89]]]""",False,Q,Q,USp(4),893713574293668195,0
2230.a.8920.1,2230.a,2230,8920,"""[[1,-3,2,-1,1,1],[0,1]]""","""[[2,[1,-1,2,-2]],[5,[1,2,2,-5]],[223,[1,-7,215,223]]]""",False,Q,Q,USp(4),458668868549106733,0
2234.a.2234.1,2234.a,2234,2234,"""[[0,-1,1,0,1,1],[1,0,0,1]]""","""[[2,[1,2,3,2]],[1117,[1,26,1090,-1117]]]""",False,Q,Q,USp(4),367902999493906538,0
2238.a.13428.1,2238.a,2238,13428,"""[[0,0,1,0,-1,-1],[1,1]]""","""[[2,[1,1,2,2]],[3,[1,2,0,-3]],[373,[1,1,373,373]]]""",False,Q,Q,USp(4),1581786656252435796,0
2243.a.2243.1,2243.a,2243,2243,"""[[0,-1,0,3,-3,1],[1]]""","""[[2243,[1,-10,2252,-2243]]]""",False,Q,Q,USp(4),2146487208012949830,0
2250.a.2250.1,2250.a,2250,2250,"""[[0,1,2,3,2,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,0,-1]],[5,[1,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2150449435475478980,0
2250.a.324000.1,2250.a,2250,324000,"""[[40,65,16,-13,0,3],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,0,-1]],[5,[1,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2150449435475478980,0
2251.a.2251.1,2251.a,2251,2251,"""[[-5,-17,-7,-3,1],[0,0,1,1]]""","""[[2251,[1,-69,2319,-2251]]]""",False,Q,Q,USp(4),2136552686256865935,0
2251.a.2251.2,2251.a,2251,2251,"""[[0,1,-1,-2,1,1],[0,1]]""","""[[2251,[1,-69,2319,-2251]]]""",False,Q,Q,USp(4),2136552686256865935,0
2261.a.2261.1,2261.a,2261,2261,"""[[0,1,1,0,0,1],[1]]""","""[[7,[1,-2,4,7]],[17,[1,1,15,-17]],[19,[1,4,14,-19]]]""",False,Q,Q,USp(4),1314987851366353345,0
2272.a.36352.1,2272.a,2272,36352,"""[[0,1,-16,56,31,4],[0,1]]""","""[[2,[1,1,2]],[71,[1,15,55,-71]]]""",False,Q,Q,USp(4),1045533179677167083,0
2272.a.36352.2,2272.a,2272,36352,"""[[8,8,7,4,2],[0,0,1,1]]""","""[[2,[1,1,2]],[71,[1,15,55,-71]]]""",False,Q,Q,USp(4),1045533179677167083,0
2280.a.4560.1,2280.a,2280,4560,"""[[57,0,48,0,13,0,1],[0,1,0,1]]""","""[[2,[1,-1,2]],[3,[1,-1,3,-3]],[5,[1,1,3,-5]],[19,[1,-3,15,19]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),791972726006594414,0
2288.a.805376.1,2288.a,2288,805376,"""[[0,0,-1,-1,-1,-4],[1,1]]""","""[[2,[1,-1]],[11,[1,3,7,-11]],[13,[1,1,11,-13]]]""",False,Q,Q,USp(4),1117696422874721119,0
2290.a.4580.1,2290.a,2290,4580,"""[[-2,-1,4,0,-2],[1,0,0,1]]""","""[[2,[1,2,3,2]],[5,[1,2,6,5]],[229,[1,9,219,-229]]]""",False,Q,Q,USp(4),459630424336871857,0
2295.a.11475.1,2295.a,2295,11475,"""[[0,-1,0,1,-2,5],[1,0,1]]""","""[[3,[1,2,3]],[5,[1,3,7,5]],[17,[1,-5,21,-17]]]""",False,Q,Q,USp(4),1104736586754764794,0
2298.a.165456.1,2298.a,2298,165456,"""[[1,1,2,2,1,1],[1,1]]""","""[[2,[1,-1,2,-2]],[3,[1,-1,3,-3]],[383,[1,25,407,383]]]""",False,Q,Q,USp(4),622435355712605259,0
2298.a.20682.1,2298.a,2298,20682,"""[[63,-111,0,40,12,1],[0,1]]""","""[[2,[1,-1,2,-2]],[3,[1,-1,3,-3]],[383,[1,25,407,383]]]""",False,Q,Q,USp(4),622435355712605259,0
2299.a.2299.1,2299.a,2299,2299,"""[[0,0,2,2,2,1],[1,1,0,1]]""","""[[11,[1,6,11]],[19,[1,0,18,19]]]""",False,Q,Q,USp(4),71920765458170357,0
2299.b.25289.1,2299.b,2299,25289,"""[[-2,-5,1,7,-1,-3,1],[1]]""","""[[11,[1,-2,1]],[19,[1,-1,19,-19]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),476254893819392967,0
2300.a.4600.1,2300.a,2300,4600,"""[[1,-3,6,-6,3,1],[0,1,1]]""","""[[2,[1,0,-1]],[5,[1,0,5]],[23,[1,-7,29,-23]]]""",False,Q,Q,USp(4),1312207547901355905,0
2301.a.6903.1,2301.a,2301,6903,"""[[0,-1,0,1,1,1],[1,0,0,1]]""","""[[3,[1,2,4,3]],[13,[1,3,15,13]],[59,[1,1,57,-59]]]""",False,Q,Q,USp(4),1905488376803297585,0
2304.a.13824.1,2304.a,2304,13824,"""[[0,0,-2,-1,3,2],[1]]""","""[[2,[1,2,2]],[3,[1,2,3]]]""",False,Q,Q,USp(4),1397738679364176490,0
2304.a.13824.2,2304.a,2304,13824,"""[[2,1,3,1,1],[1,1,1,1]]""","""[[2,[1,2,2]],[3,[1,2,3]]]""",False,Q,Q,USp(4),1397738679364176490,0
2304.b.147456.1,2304.b,2304,147456,"""[[-1,0,-2,0,-2,0,-1],[]]""","""[[2,[1]],[3,[1,-2,1]]]""",False,M_2(Q),M_2(Q),E_1,872005149713583591,0
2304.c.294912.1,2304.c,2304,294912,"""[[8,0,17,0,4],[0,0,0,1]]""","""[[2,[1]],[3,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1142509150455534095,0
2304.d.294912.1,2304.d,2304,294912,"""[[-8,0,17,0,-4],[0,0,0,1]]""","""[[2,[1]],[3,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),509429569695722411,0
2305.a.2305.1,2305.a,2305,2305,"""[[0,-1,0,0,1,1],[1,1,0,1]]""","""[[5,[1,1,5,5]],[461,[1,21,439,-461]]]""",False,Q,Q,USp(4),1896667861632810874,0
2305.b.57625.1,2305.b,2305,57625,"""[[6,2,5,0,1],[1,1,0,1]]""","""[[5,[1,1,3,-5]],[461,[1,-23,437,461]]]""",False,Q,Q,USp(4),147987193958838231,0
2309.a.2309.1,2309.a,2309,2309,"""[[0,-1,0,0,-2,1],[1,1,1]]""","""[[2309,[1,58,2250,-2309]]]""",False,Q,Q,USp(4),1897929805561923376,0
2312.a.18496.1,2312.a,2312,18496,"""[[0,0,0,0,-1,0,1],[1,1]]""","""[[2,[1,1]],[17,[1,0,17]]]""",False,Q,Q,USp(4),1377649826814548860,0
2312.a.4624.1,2312.a,2312,4624,"""[[0,1,1,-1,-2,0,1],[0,1]]""","""[[2,[1,1]],[17,[1,0,17]]]""",False,Q,Q,USp(4),1377649826814548860,0
2312.b.4624.1,2312.b,2312,4624,"""[[1,0,-1,0,-1],[0,1,0,1]]""","""[[2,[1,1,2]],[17,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2129893521642402066,0
2312.c.591872.1,2312.c,2312,591872,"""[[-1,0,-10,0,-31,0,-32],[0,1]]""","""[[2,[1,1,2]],[17,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1660489556700268044,0
2315.a.2315.1,2315.a,2315,2315,"""[[0,-1,-9,16,-8,1],[0,1]]""","""[[5,[1,1,3,-5]],[463,[1,13,449,-463]]]""",False,Q,Q,USp(4),922032604902168441,0
2320.a.11600.1,2320.a,2320,11600,"""[[0,0,0,0,0,0,-1],[1,1]]""","""[[2,[1,1]],[5,[1,2,2,-5]],[29,[1,5,23,-29]]]""",False,Q,Q,USp(4),1458854910994325832,0
2320.b.185600.1,2320.b,2320,185600,"""[[1,-1,0,-1,-1],[0,1,0,1]]""","""[[2,[1,-1]],[5,[1,2,2,-5]],[29,[1,5,23,-29]]]""",False,Q,Q,USp(4),669667057169000890,0
2326.a.4652.1,2326.a,2326,4652,"""[[0,0,-1,0,1,-1],[1,1]]""","""[[2,[1,1,2,2]],[1163,[1,7,1155,-1163]]]""",False,Q,Q,USp(4),517780914480170384,0
2335.a.2335.1,2335.a,2335,2335,"""[[0,0,0,-1,-1,-1],[1,1]]""","""[[5,[1,0,4,-5]],[467,[1,-31,435,467]]]""",False,Q,Q,USp(4),576805942449836298,0
2336.a.37376.1,2336.a,2336,37376,"""[[0,1,0,-3,-1],[1,1,1,1]]""","""[[2,[1]],[73,[1,8,80,73]]]""",False,Q,Q,USp(4),517417262202439708,0
2341.a.2341.1,2341.a,2341,2341,"""[[-1,-1,0,2,2,1],[1]]""","""[[2341,[1,-19,2321,2341]]]""",False,Q,Q,USp(4),753040021393361232,0
2345.a.2345.1,2345.a,2345,2345,"""[[0,1,-1,-3,0,1],[1,0,0,1]]""","""[[5,[1,2,2,-5]],[7,[1,3,3,-7]],[67,[1,-9,75,-67]]]""",False,Q,Q,USp(4),674759876177606462,0
2345.a.293125.1,2345.a,2345,293125,"""[[0,-3,6,0,-8,-25],[1,1,1]]""","""[[5,[1,2,2,-5]],[7,[1,3,3,-7]],[67,[1,-9,75,-67]]]""",False,Q,Q,USp(4),674759876177606462,0
2348.a.2348.1,2348.a,2348,2348,"""[[0,-1,-1,0,0,-1],[1,1,1]]""","""[[2,[1,0,1]],[587,[1,-7,579,587]]]""",False,Q,Q,USp(4),909716755317861395,0
2348.b.37568.1,2348.b,2348,37568,"""[[0,0,-1,2,-4,1],[1,1,0,1]]""","""[[2,[1,1,1]],[587,[1,-35,621,-587]]]""",False,Q,Q,USp(4),312483698350368126,0
2348.c.601088.1,2348.c,2348,601088,"""[[-4,7,-7,4,-1],[1,0,0,1]]""","""[[2,[1,0,-1]],[587,[1,-17,603,-587]]]""",False,Q,Q,USp(4),1946459834381410100,0
2349.a.2349.1,2349.a,2349,2349,"""[[0,-1,0,2,1],[1,0,0,1]]""","""[[3,[1,2,3]],[29,[1,0,28,-29]]]""",False,Q,Q,USp(4),2037688744740123753,0
2352.a.2352.1,2352.a,2352,2352,"""[[-3,0,3,0,-2],[0,1,0,1]]""","""[[2,[1,1,2]],[3,[1,-1,3,-3]],[7,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),762462534812213711,0
2352.b.301056.1,2352.b,2352,301056,"""[[24,0,16,0,3],[0,1,0,1]]""","""[[2,[1,-1]],[3,[1,-1,1,3]],[7,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2149625429156611528,0
2357.a.2357.1,2357.a,2357,2357,"""[[0,-1,-1,1,0,-1],[1,0,0,1]]""","""[[2357,[1,1,2355,-2357]]]""",False,Q,Q,USp(4),306569095931075039,0
2363.a.2363.1,2363.a,2363,2363,"""[[0,1,0,2,3,1],[0,1]]""","""[[17,[1,-3,19,-17]],[139,[1,-1,139,-139]]]""",False,Q,Q,USp(4),646871644709313344,0
