label,class,cond,abs_disc,eqn,bad_lfactors,is_gl2_type,end_alg,geom_end_alg,st_group,Lhash,sealed
8097.a.24291.1,8097.a,8097,24291,"""[[1,0,0,-1,-1],[0,1,0,1]]""","""[[3,[1,1,1,-3]],[2699,[1,-39,2659,2699]]]""",False,Q,Q,USp(4),1328652203437997399,0
8100.a.145800.1,8100.a,8100,145800,"""[[2,-2,-4,1,1],[1,1,0,1]]""","""[[2,[1,1,1]],[3,[1]],[5,[1,3,5]]]""",False,Q,Q,USp(4),934804694592264957,0
8104.a.64832.1,8104.a,8104,64832,"""[[0,0,1,0,2,0,1],[1,1]]""","""[[2,[1,-1]],[1013,[1,35,977,-1013]]]""",False,Q,Q,USp(4),2122841133092086718,0
8112.a.129792.1,8112.a,8112,129792,"""[[0,1,1,-1,1,1],[]]""","""[[2,[1]],[3,[1,1,3,3]],[13,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1189943245577145943,0
8120.a.470960.1,8120.a,8120,470960,"""[[0,-1,-1,6,-6,2],[0,1]]""","""[[2,[1,1]],[5,[1,3,1,-5]],[7,[1,3,9,7]],[29,[1,-7,35,-29]]]""",False,Q,Q,USp(4),212072660237093286,0
8128.a.8128.1,8128.a,8128,8128,"""[[0,-1,3,-1,-3],[0,1,0,1]]""","""[[2,[1,1,2]],[127,[1,-15,111,127]]]""",False,Q,Q,USp(4),242005430257300804,0
8128.b.520192.1,8128.b,8128,520192,"""[[0,-1,-2,-2,-1,0,1],[0,1]]""","""[[2,[1,-1]],[127,[1,6,132,127]]]""",False,Q,Q,USp(4),274338857614189270,0
8132.a.32528.1,8132.a,8132,32528,"""[[0,0,-1,-3,0,2],[1,1,1]]""","""[[2,[1,0,-1]],[19,[1,-2,20,-19]],[107,[1,-2,108,-107]]]""",False,Q,Q,USp(4),811355663185699078,0
8133.a.8133.1,8133.a,8133,8133,"""[[1,2,2],[1,0,0,1]]""","""[[3,[1,1,3,3]],[2711,[1,-25,2735,-2711]]]""",False,Q,Q,USp(4),36580937502520276,0
8136.a.781056.1,8136.a,8136,781056,"""[[-1,1,3,-6,-4,6],[1,1]]""","""[[2,[1,1]],[3,[1,0,-1]],[113,[1,15,127,113]]]""",False,Q,Q,USp(4),35346343276192443,0
8157.a.8157.1,8157.a,8157,8157,"""[[-1,2,-1,-1,0,1],[1]]""","""[[3,[1,1,1,-3]],[2719,[1,76,2794,2719]]]""",False,Q,Q,USp(4),1333210477984773193,0
8162.a.865172.1,8162.a,8162,865172,"""[[-7,-1,1,-1,0,1],[0,1,0,1]]""","""[[2,[1,1,2,2]],[7,[1,1,5,-7]],[11,[1,5,15,11]],[53,[1,7,59,53]]]""",False,Q,Q,USp(4),1024519828791229046,0
8172.a.523008.1,8172.a,8172,523008,"""[[1848,940,-98,-61,1,1],[0,0,1]]""","""[[2,[1,-1,2]],[3,[1,0,1]],[227,[1,-29,255,-227]]]""",False,Q,Q,USp(4),1279083042366870145,0
8177.a.106301.1,8177.a,8177,106301,"""[[0,-1,5,0,-3],[0,1,0,1]]""","""[[13,[1,5,17,13]],[17,[1,3,13,-17]],[37,[1,-7,29,37]]]""",False,Q,Q,USp(4),1903616919004921497,0
8177.b.106301.1,8177.b,8177,106301,"""[[-2,5,1,-7,0,1],[0,0,1,1]]""","""[[13,[1,-3,15,-13]],[17,[1,5,11,-17]],[37,[1,-3,39,-37]]]""",False,Q,Q,USp(4),2021286861143997832,0
8179.a.8179.1,8179.a,8179,8179,"""[[0,-1,0,1,-3,1],[1,1,0,1]]""","""[[8179,[1,47,8225,8179]]]""",False,Q,Q,USp(4),904341184174484618,0
8181.a.24543.1,8181.a,8181,24543,"""[[-1,0,0,3,-4,1],[0,1,1]]""","""[[3,[1,-1]],[101,[1,1,99,-101]]]""",False,Q,Q,USp(4),1660732595629922333,0
8183.a.8183.1,8183.a,8183,8183,"""[[0,1,-2,0,-1,1],[0,1,1]]""","""[[7,[1,0,7]],[167,[1,-9,175,-167]]]""",False,Q,Q,USp(4),1552193331167805411,0
8184.a.540144.1,8184.a,8184,540144,"""[[0,1,2,-3,-7,6],[1,1]]""","""[[2,[1,1]],[3,[1,1,3,3]],[11,[1,1,11,11]],[31,[1,1,31,31]]]""",False,Q,Q,USp(4),1975584814551092502,0
8190.a.982800.1,8190.a,8190,982800,"""[[0,3,17,6,-7,1],[0,1,1]]""","""[[2,[1,0,1,2]],[3,[1,0,3]],[5,[1,3,1,-5]],[7,[1,3,3,-7]],[13,[1,1,11,-13]]]""",False,Q,Q,USp(4),1832217540090969178,0
8192.a.131072.1,8192.a,8192,131072,"""[[0,-1,-3,8,15,4],[1]]""","""[[2,[1]]]""",False,Q,M_2(Q),J(E_4),900637124535116440,0
8192.a.32768.1,8192.a,8192,32768,"""[[0,2,0,-3,0,1],[]]""","""[[2,[1]]]""",False,Q,M_2(Q),J(E_4),900637124535116440,0
8192.b.131072.1,8192.b,8192,131072,"""[[0,-4,6,0,-3,1],[]]""","""[[2,[1]]]""",False,Q,M_2(Q),J(E_2),154340909820302505,0
8192.c.524288.1,8192.c,8192,524288,"""[[2,0,4,0,3,0,1],[]]""","""[[2,[1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),1079823929938950110,0
8192.c.524288.2,8192.c,8192,524288,"""[[-2,0,4,0,-3,0,1],[]]""","""[[2,[1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),1079823929938950110,0
8192.d.524288.1,8192.d,8192,524288,"""[[-2,0,-4,0,-3,0,-1],[]]""","""[[2,[1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),2252216975350229164,0
8192.d.524288.2,8192.d,8192,524288,"""[[2,0,-4,0,3,0,-1],[]]""","""[[2,[1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),2252216975350229164,0
8196.a.16392.1,8196.a,8196,16392,"""[[3,-9,6,1,0,-2],[0,1,1]]""","""[[2,[1,0,-1]],[3,[1,1,1,-3]],[683,[1,1,683,683]]]""",False,Q,Q,USp(4),600258668625471547,0
8200.a.82000.1,8200.a,8200,82000,"""[[0,1,1,-6,2,2],[0,1]]""","""[[2,[1,1]],[5,[1,2,5]],[41,[1,-7,47,-41]]]""",False,Q,Q,USp(4),1922887902385906990,0
8201.a.8201.1,8201.a,8201,8201,"""[[3,-5,1,0,-1],[1,0,1,1]]""","""[[59,[1,-7,65,-59]],[139,[1,-8,130,139]]]""",False,Q,Q,USp(4),1356357654229557755,0
8201.b.8201.1,8201.b,8201,8201,"""[[0,1],[1,1,1,1]]""","""[[59,[1,11,47,-59]],[139,[1,5,143,139]]]""",False,Q,Q,USp(4),1936902832430496025,0
8204.a.32816.1,8204.a,8204,32816,"""[[0,-1,2,-2,0,0,1],[1]]""","""[[2,[1,2,2]],[7,[1,5,11,7]],[293,[1,-20,312,-293]]]""",False,Q,Q,USp(4),1372694180191656949,0
8208.a.8208.1,8208.a,8208,8208,"""[[0,-2,1],[1,1,1,1]]""","""[[2,[1,2,2]],[3,[1,2,3]],[19,[1,-6,12,19]]]""",False,Q,Q,USp(4),804998122057175906,0
8212.a.32848.1,8212.a,8212,32848,"""[[1,-2,-1,2],[0,1,0,1]]""","""[[2,[1,1,2]],[2053,[1,15,2037,-2053]]]""",False,Q,Q,USp(4),1984685983776702791,0
8220.a.295920.1,8220.a,8220,295920,"""[[-1,-1,0,0,1,-1],[1,1,1]]""","""[[2,[1,0,1]],[3,[1,1,1,-3]],[5,[1,0,4,-5]],[137,[1,17,119,-137]]]""",False,Q,Q,USp(4),396080692091329748,0
8228.a.526592.1,8228.a,8228,526592,"""[[0,-2,2,2,-2],[1,0,0,1]]""","""[[2,[1,0,-1]],[11,[1,0,1]],[17,[1,-2,14,17]]]""",False,Q,Q,USp(4),4435011634690227,0
8233.a.8233.1,8233.a,8233,8233,"""[[3,0,-9,0,4,-2],[1,1,0,1]]""","""[[8233,[1,99,8133,-8233]]]""",False,Q,Q,USp(4),684351453730998244,0
8236.a.584756.1,8236.a,8236,584756,"""[[0,2,6,2,-2,1],[1,1,1]]""","""[[2,[1,0,1]],[29,[1,5,23,-29]],[71,[1,5,75,71]]]""",False,Q,Q,USp(4),2089423442516366045,0
8242.a.65936.1,8242.a,8242,65936,"""[[0,-2,4,0,-2,-1],[1,0,0,1]]""","""[[2,[1,2,3,2]],[13,[1,2,14,13]],[317,[1,-5,321,-317]]]""",False,Q,Q,USp(4),1830522644278006818,0
8243.a.8243.1,8243.a,8243,8243,"""[[0,2,4,-3,-11,1],[1]]""","""[[8243,[1,144,8098,-8243]]]""",False,Q,Q,USp(4),533948342840643777,0
8246.a.16492.1,8246.a,8246,16492,"""[[0,0,1,2,3,1],[1,1]]""","""[[2,[1,1,2,2]],[7,[1,0,6,7]],[19,[1,0,18,19]],[31,[1,7,23,-31]]]""",False,Q,Q,USp(4),1754098078827887327,0
8251.a.8251.1,8251.a,8251,8251,"""[[-1,2,-3],[1,1,0,1]]""","""[[37,[1,-3,39,-37]],[223,[1,29,251,223]]]""",False,Q,Q,USp(4),2044056247418144318,0
8256.a.16512.1,8256.a,8256,16512,"""[[0,-1,0,-1,1],[1,1,1,1]]""","""[[2,[1]],[3,[1,2,4,3]],[43,[1,7,35,-43]]]""",False,Q,Q,USp(4),1569649109275855762,0
8259.a.8259.1,8259.a,8259,8259,"""[[-1,1,-3,1,-1,-1],[1,1,0,1]]""","""[[3,[1,1,1,-3]],[2753,[1,40,2792,2753]]]""",False,Q,Q,USp(4),1039321498912186586,0
8271.a.24813.1,8271.a,8271,24813,"""[[11,0,-9,7,11,3],[1,1]]""","""[[3,[1,0,-1]],[919,[1,-33,951,-919]]]""",False,Q,Q,USp(4),1693245403814446852,0
8271.b.24813.1,8271.b,8271,24813,"""[[2,3,0,-3,-1,1],[1,1]]""","""[[3,[1,0,3]],[919,[1,17,901,-919]]]""",False,Q,Q,USp(4),1822965886446191265,0
8271.c.223317.1,8271.c,8271,223317,"""[[2,18,35,-4,-8,1],[1,0,1]]""","""[[3,[1,0,-1]],[919,[1,-43,875,919]]]""",False,Q,Q,USp(4),109775600270934948,0
8271.d.223317.1,8271.d,8271,223317,"""[[0,1,3,8,14,9],[0,1]]""","""[[3,[1,0,-1]],[919,[1,-41,959,-919]]]""",False,Q,Q,USp(4),505651234907291032,0
8272.a.529408.1,8272.a,8272,529408,"""[[0,2,6,-6,-27,4],[1,1]]""","""[[2,[1,1,2]],[11,[1,1,11,11]],[47,[1,11,35,-47]]]""",False,Q,Q,USp(4),1475768522938244530,0
8272.a.8272.1,8272.a,8272,8272,"""[[0,1,-1,2,-1,1],[1,0,1]]""","""[[2,[1,1,2]],[11,[1,1,11,11]],[47,[1,11,35,-47]]]""",False,Q,Q,USp(4),1475768522938244530,0
8274.a.173754.1,8274.a,8274,173754,"""[[0,1,-1,-12,1,21],[1,1]]""","""[[2,[1,1,2,2]],[3,[1,-1,3,-3]],[7,[1,2,4,-7]],[197,[1,-11,207,-197]]]""",False,Q,Q,USp(4),461948558945198250,0
8281.a.753571.1,8281.a,8281,753571,"""[[2,-4,7,-7,6,-3,1],[1]]""","""[[7,[1,0,-1]],[13,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),464560706679296141,0
8281.a.8281.1,8281.a,8281,8281,"""[[0,0,-1,-3,-1],[1,1,1,1]]""","""[[7,[1,0,-1]],[13,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),464560706679296141,0
8281.b.405769.1,8281.b,8281,405769,"""[[0,1,-2,-7,9,-3],[1,1,0,1]]""","""[[7,[1,5,7]],[13,[1,2,13]]]""",True,CM,M_2(Q),E_6,1915524176271147954,0
8281.c.405769.1,8281.c,8281,405769,"""[[0,-1,3,11,8,1],[0,1,1]]""","""[[7,[1,4,7]],[13,[1,2,13]]]""",True,CM,M_2(Q),E_6,507184200949810212,0
8288.a.132608.1,8288.a,8288,132608,"""[[-5,-19,-28,-1,-10,0,-1],[1,1,1,1]]""","""[[2,[1,-2,2]],[7,[1,2,8,7]],[37,[1,-5,31,37]]]""",False,Q,Q,USp(4),1780962278158968162,0
8295.a.655305.1,8295.a,8295,655305,"""[[0,1,-3,3,0,1],[0,1,1]]""","""[[3,[1,1,3,3]],[5,[1,-1,3,5]],[7,[1,-3,3,7]],[79,[1,1,79,79]]]""",False,Q,Q,USp(4),51070616469085151,0
8303.a.8303.1,8303.a,8303,8303,"""[[-1,-2,-4,-5,-5,-3,-1],[1]]""","""[[19,[1,0,-1]],[23,[1,-1,23,-23]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1214910252973165794,0
8303.b.8303.1,8303.b,8303,8303,"""[[0,0,-1,0,0,-1],[1,1,1]]""","""[[19,[1,8,19]],[23,[1,1,21,-23]]]""",False,Q,Q,USp(4),1290968873479908830,0
8324.a.8324.1,8324.a,8324,8324,"""[[0,1,0,-6,7,-4,1],[1,1,1]]""","""[[2,[1,0,1]],[2081,[1,75,2005,-2081]]]""",False,Q,Q,USp(4),779089250661740305,0
8324.b.133184.1,8324.b,8324,133184,"""[[1,1,3,2,1],[0,1,1,1]]""","""[[2,[1,0,-1]],[2081,[1,31,2111,2081]]]""",False,Q,Q,USp(4),1904961318460221852,0
8325.a.374625.1,8325.a,8325,374625,"""[[0,-1,1,2,2],[1,0,1,1]]""","""[[3,[1,0,-1]],[5,[1,3,5]],[37,[1,7,29,-37]]]""",False,Q,Q,USp(4),227672009292420948,0
8330.a.58310.1,8330.a,8330,58310,"""[[-5,-5,5,0,-5,1],[0,1]]""","""[[2,[1,-1,0,2]],[5,[1,-1,5,-5]],[7,[1,0,7]],[17,[1,-5,11,17]]]""",False,Q,Q,USp(4),2173440218893042697,0
8332.a.33328.1,8332.a,8332,33328,"""[[1,3,2],[1,0,0,1]]""","""[[2,[1,0,1]],[2083,[1,14,2068,-2083]]]""",False,Q,Q,USp(4),2227011232632980871,0
8332.b.66656.1,8332.b,8332,66656,"""[[0,0,-2,2],[1,0,0,1]]""","""[[2,[1,0,-1]],[2083,[1,-81,2001,2083]]]""",False,Q,Q,USp(4),2227494435005662729,0
8335.a.8335.1,8335.a,8335,8335,"""[[0,-1,1,0,0,1],[1,1,0,1]]""","""[[5,[1,-1,5,-5]],[1667,[1,-74,1592,1667]]]""",False,Q,Q,USp(4),1887576892994452839,0
8339.a.258509.1,8339.a,8339,258509,"""[[-1,-2,-1,-1,-1,1],[0,1]]""","""[[31,[1,11,41,31]],[269,[1,1,269,269]]]""",False,Q,Q,USp(4),2027066984826832692,0
8340.a.100080.1,8340.a,8340,100080,"""[[0,0,0,4,4,1],[1,1,1]]""","""[[2,[1,0,1]],[3,[1,1,1,-3]],[5,[1,2,2,-5]],[139,[1,15,123,-139]]]""",False,Q,Q,USp(4),993166141063236215,0
8346.a.450684.1,8346.a,8346,450684,"""[[-1,2,-3,0,4,-2],[1,0,0,1]]""","""[[2,[1,0,1,2]],[3,[1,2,4,3]],[13,[1,6,18,13]],[107,[1,-13,119,-107]]]""",False,Q,Q,USp(4),1542608204712538920,0
8352.a.50112.1,8352.a,8352,50112,"""[[-1,-4,-2,6,2,-4,1],[0,1]]""","""[[2,[1,1,2]],[3,[1,-1,3]],[29,[1,7,35,29]]]""",False,Q,Q,USp(4),402788449559665765,0
8352.b.200448.1,8352.b,8352,200448,"""[[0,0,-1,-1,-1,0,1],[1,1]]""","""[[2,[1,1]],[3,[1,1,3]],[29,[1,3,25,-29]]]""",False,Q,Q,USp(4),299259784450713869,0
8356.a.534784.1,8356.a,8356,534784,"""[[-3,-11,0,12,-7,1],[0,1,1]]""","""[[2,[1,0,-1]],[2089,[1,-43,2131,-2089]]]""",False,Q,Q,USp(4),224557075124598380,0
8356.a.66848.1,8356.a,8356,66848,"""[[-9,11,-14,6,-8,4,-3],[0,1,1]]""","""[[2,[1,0,-1]],[2089,[1,-43,2131,-2089]]]""",False,Q,Q,USp(4),224557075124598380,0
8356.b.267392.1,8356.b,8356,267392,"""[[1,-1,-1,2,1],[0,1,1,1]]""","""[[2,[1,0,-1]],[2089,[1,11,2099,2089]]]""",False,Q,Q,USp(4),1047465051341899973,0
8357.a.8357.1,8357.a,8357,8357,"""[[0,0,-2,-4,-1,1],[1,1]]""","""[[61,[1,3,63,61]],[137,[1,13,123,-137]]]""",False,Q,Q,USp(4),110808072570936972,0
8357.a.8357.2,8357.a,8357,8357,"""[[-10,37,-40,1,11,1],[1,0,1]]""","""[[61,[1,3,63,61]],[137,[1,13,123,-137]]]""",False,Q,Q,USp(4),110808072570936972,0
8357.b.8357.1,8357.b,8357,8357,"""[[0,0,0,-3,3,-1],[1,1]]""","""[[61,[1,13,47,-61]],[137,[1,-1,135,137]]]""",False,Q,Q,USp(4),555541068771206972,0
8361.a.8361.1,8361.a,8361,8361,"""[[-1,-2,-2,0,1,1],[1,1,1]]""","""[[3,[1,0,-1]],[929,[1,-35,963,-929]]]""",False,Q,Q,USp(4),2286603866555554977,0
8361.a.8361.2,8361.a,8361,8361,"""[[2577,-954,-200,61,7,1,-1],[0,1,1,1]]""","""[[3,[1,0,-1]],[929,[1,-35,963,-929]]]""",False,Q,Q,USp(4),2286603866555554977,0
8366.a.16732.1,8366.a,8366,16732,"""[[0,0,2,4,5,3,1],[1,1]]""","""[[2,[1,1,2,2]],[47,[1,2,44,-47]],[89,[1,-9,97,-89]]]""",False,Q,Q,USp(4),225357272713903774,0
8367.a.225909.1,8367.a,8367,225909,"""[[-1,-1,-1,1,1],[0,0,1,1]]""","""[[3,[1,-1,3,-3]],[2789,[1,-3,2785,2789]]]""",False,Q,Q,USp(4),1538668235302211612,0
8368.a.133888.1,8368.a,8368,133888,"""[[0,-1,4,-1,-3],[0,1,0,1]]""","""[[2,[1,1]],[523,[1,-15,507,523]]]""",False,Q,Q,USp(4),695667068447535462,0
8370.a.16740.1,8370.a,8370,16740,"""[[3,-8,0,8,0,-3,-1],[1,0,0,1]]""","""[[2,[1,-2,3,-2]],[3,[1,0,3]],[5,[1,-3,7,-5]],[31,[1,1,31,31]]]""",False,Q,Q,USp(4),1695817366692114400,0
8370.b.225990.1,8370.b,8370,225990,"""[[-16,33,-57,50,-38,15,-5],[1,1,1]]""","""[[2,[1,2,3,2]],[3,[1,1]],[5,[1,-3,7,-5]],[31,[1,1,31,31]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1858396203087618431,0
8372.a.133952.1,8372.a,8372,133952,"""[[-29,23,-74,47,-74,23,-29],[0,1,1]]""","""[[2,[1,2,1]],[7,[1,-1,7,-7]],[13,[1,3,9,-13]],[23,[1,-1,23,-23]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),523173081193715197,0
8375.a.41875.1,8375.a,8375,41875,"""[[0,1,2,1,1,1],[0,1]]""","""[[5,[1,-1]],[67,[1,3,63,-67]]]""",False,Q,Q,USp(4),311579043764578304,0
8379.a.410571.1,8379.a,8379,410571,"""[[0,1,-9,-10,-1,1],[0,1]]""","""[[3,[1,0,1]],[7,[1,0,7]],[19,[1,1,19,19]]]""",False,Q,Q,USp(4),734848689655662017,0
8396.a.8396.1,8396.a,8396,8396,"""[[1,-4,6,-4,0,1],[1,0,0,1]]""","""[[2,[1,0,1]],[2099,[1,-41,2139,-2099]]]""",False,Q,Q,USp(4),2027796710691565260,0
