type,l,k,delta_E_bits
BRIDGE,7,2,135.440
BRIDGE,13,2,137.400
BRIDGE,13,2,158.088
BRIDGE,7,2,149.651
BRIDGE,5,2,96.886
BRIDGE,5,2,141.542
BRIDGE,7,2,149.899
BRIDGE,13,2,151.853
BRIDGE,5,2,112.610
BRIDGE,5,2,136.931
BRIDGE,5,2,94.827
BRIDGE,7,2,132.220
BRIDGE,11,2,145.892
BRIDGE,7,2,146.782
BRIDGE,13,2,151.392
BRIDGE,7,2,150.175
BRIDGE,11,2,157.919
BRIDGE,5,2,108.284
BRIDGE,7,2,126.253
BRIDGE,11,2,133.323
BRIDGE,11,2,150.026
BRIDGE,11,2,158.277
BRIDGE,5,2,142.407
BRIDGE,7,2,147.367
BRIDGE,5,2,142.568
BRIDGE,13,2,152.506
BRIDGE,7,2,126.491
BRIDGE,13,2,154.673
BRIDGE,11,2,149.188
BRIDGE,13,2,137.583
BRIDGE,5,2,134.595
BRIDGE,13,2,161.431
BRIDGE,13,2,136.980
BRIDGE,7,2,161.431
BRIDGE,7,2,173.431
BRIDGE,5,2,142.364
BRIDGE,7,2,124.296
BRIDGE,7,2,125.420
BRIDGE,5,2,145.356
BRIDGE,11,2,139.011
BRIDGE,13,2,151.598
BRIDGE,13,2,154.434
BRIDGE,5,2,108.432
BRIDGE,7,2,131.841
BRIDGE,5,2,120.831
BRIDGE,11,2,151.829
BRIDGE,13,2,144.433
BRIDGE,13,2,158.315
BRIDGE,7,2,141.181
BRIDGE,13,2,125.867
BRIDGE,7,2,126.259
BRIDGE,5,2,142.465
BRIDGE,13,2,163.963
BRIDGE,5,2,95.023
BRIDGE,7,2,141.343
BRIDGE,13,2,148.946
