Baselabel,Conductor,BadPrimes,HardPrimes,Is_Even,Indicator,LocalFactors,euler_factors,sealed
2.1624.4t3.c,1624,"[2, 7, 29]","[2, 7, 11, 29]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1624.4t3.d,1624,"[2, 7, 29]","[2, 3, 7, 29]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1624.4t3.e,1624,"[2, 7, 29]","[2, 3, 7, 11, 19, 29, 43]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1624.4t3.f,1624,"[2, 7, 29]","[2, 3, 7, 29, 37, 43]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1631.4t3.a,1631,"[7, 233]","[2, 7, 233]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, -2, 1], [1, 2, 1]]",0
2.1631.4t3.b,1631,"[7, 233]","[2, 7, 101, 233]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1631.4t3.c,1631,"[7, 233]","[2, 7, 233]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1635.4t3.a,1635,"[3, 5, 109]","[2, 3, 5, 109]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1635.4t3.b,1635,"[3, 5, 109]","[2, 3, 5, 109]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1635.4t3.c,1635,"[3, 5, 109]","[2, 3, 5, 17, 109]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1635.4t3.d,1635,"[3, 5, 109]","[2, 3, 5, 109, 211]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1635.4t3.e,1635,"[3, 5, 109]","[3, 5, 109]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]","[[1, 0, -1], [1, -1], [1, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 2, 1]]",0
2.1635.4t3.f,1635,"[3, 5, 109]","[2, 3, 5, 109]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 1], [1, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 1], [1, -2, 1]]",0
2.1636.4t3.a,1636,"[2, 409]","[2, 3, 17, 409, 9461]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1636.4t3.b,1636,"[2, 409]","[2, 3, 409]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1]]",0
2.1636.4t3.c,1636,"[2, 409]","[2, 5, 409]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1640.4t3.a,1640,"[2, 5, 41]","[2, 5, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1640.4t3.b,1640,"[2, 5, 41]","[2, 5, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1640.4t3.c,1640,"[2, 5, 41]","[2, 5, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, -1], [1, 0, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1]]",0
2.1640.4t3.d,1640,"[2, 5, 41]","[2, 5, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]","[[1, 1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1]]",0
2.1640.4t3.e,1640,"[2, 5, 41]","[2, 5, 41]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1640.4t3.f,1640,"[2, 5, 41]","[2, 3, 5, 41]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1640.4t3.g,1640,"[2, 5, 41]","[2, 3, 5, 41]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1640.4t3.h,1640,"[2, 5, 41]","[2, 3, 5, 41]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1640.4t3.i,1640,"[2, 5, 41]","[2, 5, 7, 11, 13, 23, 37, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1640.4t3.j,1640,"[2, 5, 41]","[2, 3, 5, 23, 31, 41, 43, 89, 277]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1640.4t3.k,1640,"[2, 5, 41]","[2, 5, 23, 41, 1009, 4651]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1640.4t3.l,1640,"[2, 5, 41]","[2, 3, 5, 41, 83]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1647.3t2.a,1647,"[3, 61]","[3, 61]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1, 1, 1], [1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.1647.6t3.a,1647,"[3, 61]","[3, 13, 61]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [-1]]]","[[1, -1, 1], [1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, -2, 1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -1, 1], [1, -1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.1647.6t3.b,1647,"[3, 61]","[3, 61]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [-1]]]",null,0
2.1651.4t3.a,1651,"[13, 127]","[2, 3, 13, 127]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1651.4t3.b,1651,"[13, 127]","[2, 13, 127]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 2, 1], [1, 0, 1], [1, -2, 1]]",0
2.1651.4t3.c,1651,"[13, 127]","[2, 3, 11, 13, 41, 127]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1655.4t3.a,1655,"[5, 331]","[5, 17, 331]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, 1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1]]",0
2.1655.4t3.b,1655,"[5, 331]","[5, 19, 37, 53, 127, 331, 599]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1655.4t3.c,1655,"[5, 331]","[5, 17, 331]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1656.4t3.a,1656,"[2, 3, 23]","[2, 3, 23, 101]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]]]",null,0
2.1656.4t3.b,1656,"[2, 3, 23]","[2, 3, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]]]","[[1, -1], [1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1]]",0
2.1656.4t3.c,1656,"[2, 3, 23]","[2, 3, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]]]",null,0
2.1659.4t3.a,1659,"[3, 7, 79]","[2, 3, 7, 79]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1659.4t3.b,1659,"[3, 7, 79]","[2, 3, 7, 79]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1659.4t3.c,1659,"[3, 7, 79]","[2, 3, 7, 79, 409]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1659.4t3.d,1659,"[3, 7, 79]","[2, 3, 7, 17, 41, 79, 229]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1659.4t3.e,1659,"[3, 7, 79]","[2, 3, 7, 79]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]","[[1, 0, -1], [1, -1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1]]",0
2.1659.4t3.f,1659,"[3, 7, 79]","[2, 3, 7, 79]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 1], [1, 0, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1]]",0
2.1664.4t3.a,1664,"[2, 13]","[2, 5, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]",null,0
2.1664.4t3.b,1664,"[2, 13]","[2, 5, 13, 2417]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.1664.4t3.c,1664,"[2, 13]","[2, 5, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]",null,0
2.1664.4t3.d,1664,"[2, 13]","[2, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.1664.4t3.e,1664,"[2, 13]","[2, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]","[[1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 2, 1]]",0
2.1664.4t3.f,1664,"[2, 13]","[2, 5, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]","[[1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 2, 1]]",0
2.1668.3t2.a,1668,"[2, 3, 139]","[2, 3, 139]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, -1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1]]",0
2.1668.6t3.a,1668,"[2, 3, 139]","[2, 3, 5, 139]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.1668.6t3.b,1668,"[2, 3, 139]","[2, 3, 139]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1668.6t3.c,1668,"[2, 3, 139]","[2, 3, 139]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]","[[1, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1]]",0
2.1668.6t3.d,1668,"[2, 3, 139]","[2, 3, 5, 139]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1], [-1]]]","[[1, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1]]",0
2.1668.6t3.e,1668,"[2, 3, 139]","[2, 3, 59, 139]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1668.6t3.f,1668,"[2, 3, 139]","[2, 3, 23, 139]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1], [1]]]","[[1, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1]]",0
2.1672.4t3.a,1672,"[2, 11, 19]","[2, 3, 5, 11, 19, 139]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1672.4t3.b,1672,"[2, 11, 19]","[2, 3, 5, 11, 19, 107]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1672.4t3.c,1672,"[2, 11, 19]","[2, 11, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]","[[1, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1]]",0
2.1672.4t3.d,1672,"[2, 11, 19]","[2, 5, 11, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]","[[1, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1]]",0
2.1672.4t3.e,1672,"[2, 11, 19]","[2, 3, 5, 11, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1672.4t3.f,1672,"[2, 11, 19]","[2, 3, 11, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1675.3t2.a,1675,"[5, 67]","[5, 67]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, -1], [1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1]]",0
2.1675.6t3.a,1675,"[5, 67]","[2, 5, 43, 67]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
