Baselabel,Conductor,BadPrimes,HardPrimes,Is_Even,Indicator,LocalFactors,euler_factors,sealed
2.335.6t3.a,335,"[5, 67]","[5, 67]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]","[[1, -1, 1], [1, -1, 1], [1, 1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1]]",0
2.335.6t3.b,335,"[5, 67]","[5, 13, 67, 107]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.336.4t3.a,336,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]], [[1], [1]]]","[[1], [1, -1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1]]",0
2.336.4t3.b,336,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]], [[1], [-1]]]","[[1], [1, 1], [1, 0, 1], [1, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1]]",0
2.336.4t3.c,336,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]], [[1], [-1]]]",null,0
2.336.4t3.d,336,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]], [[1], [1]]]",null,0
2.336.4t3.e,336,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]], [[1], [-1]]]",null,0
2.336.4t3.f,336,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]], [[1], [1]]]",null,0
2.339.3t2.a,339,"[3, 113]","[3, 113]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1]]",0
2.339.6t3.a,339,"[3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.339.6t3.b,339,"[3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]","[[1, 0, -1], [1, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1]]",0
2.351.3t2.a,351,"[3, 13]","[3, 13]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]",null,0
2.351.3t2.b,351,"[3, 13]","[3, 13]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1, 1, 1], [1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.351.6t3.a,351,"[3, 13]","[3, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [-1]]]",null,0
2.351.6t3.b,351,"[3, 13]","[2, 3, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [-1]]]","[[1, -1, 1], [1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -2, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.355.4t3.a,355,"[5, 71]","[2, 5, 71]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.355.4t3.b,355,"[5, 71]","[2, 5, 71]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, -1], [1, 0, -1], [1, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1]]",0
2.355.4t3.c,355,"[5, 71]","[2, 3, 5, 17, 71, 179, 191, 2861]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.356.3t2.a,356,"[2, 89]","[2, 89]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.356.4t3.a,356,"[2, 89]","[2, 89]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]","[[1, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, -1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1]]",0
2.356.4t3.b,356,"[2, 89]","[2, 89]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.356.4t3.c,356,"[2, 89]","[2, 5, 89, 173]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.356.6t3.a,356,"[2, 89]","[2, 11, 89]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.356.6t3.b,356,"[2, 89]","[2, 89]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]","[[1, -1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.360.4t3.a,360,"[2, 3, 5]","[2, 3, 5]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]], [[1], [1]]]",null,0
2.360.4t3.b,360,"[2, 3, 5]","[2, 3, 5]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]], [[1], [-1]]]",null,0
2.360.4t3.c,360,"[2, 3, 5]","[2, 3, 5, 23, 53, 193]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]], [[1], [-1]]]",null,0
2.360.4t3.d,360,"[2, 3, 5]","[2, 3, 5]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]], [[1], [1]]]",null,0
2.360.4t3.e,360,"[2, 3, 5]","[2, 3, 5]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]], [[1], [1]]]","[[1, -1], [1], [1, 1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.360.4t3.f,360,"[2, 3, 5]","[2, 3, 5]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]], [[1], [-1]]]","[[1, 1], [1], [1, -1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.363.4t3.a,363,"[3, 11]","[2, 3, 11]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]","[[1, 0, -1], [1, 1], [1, 0, -1], [1, 0, 1], [1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1]]",0
2.363.4t3.b,363,"[3, 11]","[2, 3, 5, 11]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]",null,0
2.363.4t3.c,363,"[3, 11]","[3, 11]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]",null,0
2.364.3t2.a,364,"[2, 7, 13]","[2, 7, 13]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1], [1, 0, -1], [1, 1, 1], [1, -1], [1, 0, -1], [1, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1]]",0
2.364.6t3.a,364,"[2, 7, 13]","[2, 3, 7, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, 0, -1], [1, -1, 1], [1, 1], [1, 0, -1], [1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1]]",0
2.364.6t3.b,364,"[2, 7, 13]","[2, 3, 7, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.367.3t2.a,367,[367],[367],False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, -2, 1]]",0
2.368.6t3.a,368,"[2, 23]","[2, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.368.6t3.b,368,"[2, 23]","[2, 5, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.371.4t3.a,371,"[7, 53]","[7, 53]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, -2, 1]]",0
2.371.4t3.b,371,"[7, 53]","[2, 7, 53]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.371.4t3.c,371,"[7, 53]","[2, 7, 29, 53]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.376.4t3.a,376,"[2, 47]","[2, 3, 7, 47, 2777]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.376.4t3.b,376,"[2, 47]","[2, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1]]",0
2.376.4t3.c,376,"[2, 47]","[2, 3, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.377.4t3.a,377,"[13, 29]","[3, 5, 7, 13, 29, 173]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.377.4t3.b,377,"[13, 29]","[13, 29]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.377.4t3.c,377,"[13, 29]","[3, 13, 29]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.379.3t2.a,379,[379],[379],False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1]]",0
2.384.4t3.a,384,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]","[[1], [1, 1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1]]",0
2.384.4t3.b,384,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]","[[1], [1, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1]]",0
2.384.4t3.c,384,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]",null,0
2.384.4t3.d,384,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.384.4t3.e,384,"[2, 3]","[2, 3, 11]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.384.4t3.f,384,"[2, 3]","[2, 3, 59]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]",null,0
2.387.4t3.a,387,"[3, 43]","[2, 3, 43]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]","[[1, 0, -1], [1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1]]",0
2.387.4t3.b,387,"[3, 43]","[2, 3, 7, 13, 43]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.387.4t3.c,387,"[3, 43]","[2, 3, 43]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.388.4t3.a,388,"[2, 97]","[2, 97]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]","[[1, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, -1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, -2, 1]]",0
2.388.4t3.b,388,"[2, 97]","[2, 97]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.388.4t3.c,388,"[2, 97]","[2, 3, 11, 97, 613]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.392.4t3.a,392,"[2, 7]","[2, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]]]","[[1, -1], [1, 0, 1], [1, 0, -1], [1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 2, 1]]",0
