label,level,dim,sealed,a2,a3,a5,a7,a11,a13,a17,a19,a23,a29,a31,a37,a41,a43,a47,a53,a59,a61,a67,a71,a73,a79,a83,a89,a97
442.2.a.g,442,2,0,-2,2,4,-2,2,2,-2,4,10,-8,2,-4,0,8,16,20,8,-24,-12,-6,-16,-14,4,-12,0
442.2.a.h,442,3,0,-3,-2,-4,0,-2,-3,-3,-12,-12,4,8,4,-6,0,-28,-14,-16,8,-16,-4,2,0,0,2,10
442.2.a.i,442,3,0,3,2,4,0,-4,3,3,-4,2,10,-4,4,-8,-16,-4,-2,-4,6,-4,8,4,10,-4,10,4
443.2.a.a,443,1,0,-1,-2,0,1,3,3,-5,-7,-3,0,7,-3,-6,-8,-2,4,6,-13,-8,16,-8,-2,-7,-1,-10
443.2.a.b,443,1,0,0,1,-2,2,-2,-3,-2,-8,6,-4,-10,7,10,4,-7,12,5,-10,8,9,4,-8,-18,-1,6
443.2.a.c,443,1,0,1,-2,4,-1,5,3,3,-1,3,4,-7,-3,10,-8,6,4,-10,-13,-8,4,-4,-2,-1,-9,6
443.2.a.d,443,12,0,-3,-7,-7,-16,-2,-42,-5,0,-6,-5,1,-46,4,-16,15,-35,4,-35,-5,13,-53,2,20,15,-29
443.2.a.e,443,22,0,1,8,3,12,-8,49,15,16,-10,3,13,51,-4,34,-10,17,-5,73,13,-12,45,-4,-6,-4,27
444.2.a.a,444,1,0,0,-1,0,0,4,-2,0,6,8,8,6,-1,2,-6,0,2,0,2,8,0,-6,-10,-12,-12,-10
444.2.a.b,444,1,0,0,1,-2,-4,-4,-6,6,-2,2,-2,2,-1,6,-2,-4,10,-6,-14,-4,-12,-2,-10,0,-10,10
444.2.a.c,444,2,0,0,-2,-2,0,-8,0,-6,-8,-6,-6,-4,2,0,-4,4,-12,-2,20,0,-12,20,0,4,10,24
444.2.a.d,444,2,0,0,2,0,4,0,4,0,4,0,0,4,2,-12,4,0,-12,0,4,4,0,-8,4,0,-24,4
445.2.a.a,445,2,0,-2,-2,-2,2,-4,4,-4,-10,-6,0,2,-4,-20,6,16,4,-2,-8,4,-20,4,8,-26,-2,-12
445.2.a.b,445,2,0,0,2,2,-2,0,4,0,-2,6,0,-2,-8,0,22,12,0,18,4,-8,12,4,4,-6,-2,-8
445.2.a.c,445,2,0,2,0,2,0,8,4,8,4,-8,-12,4,4,-4,0,-4,0,12,-20,4,0,12,-16,16,-2,0
445.2.a.d,445,4,0,1,-2,-4,2,-14,-5,-3,-1,-3,-10,-11,3,-3,9,-24,3,-22,-3,-9,16,3,-27,6,-4,41
445.2.a.e,445,4,0,1,4,4,12,2,-7,1,-1,13,14,-11,-5,9,-9,6,5,-18,-3,13,-28,-1,-7,20,-4,-13
445.2.a.f,445,7,0,-4,-8,7,-16,-10,-7,-13,-7,-13,-4,1,-5,5,-31,-14,-13,-14,3,1,-8,9,9,-42,7,-7
445.2.a.g,445,8,0,1,6,-8,-6,14,-7,17,17,-1,10,1,-11,15,-5,12,-1,26,13,-25,28,-17,-7,44,8,1
446.2.a.a,446,1,0,-1,-3,-4,-4,-5,-6,1,0,-5,-3,2,5,-5,-6,-6,-1,-11,0,11,-12,-5,-8,-6,3,-18
446.2.a.b,446,1,0,-1,-1,0,0,1,-2,1,-4,1,-3,-10,-3,-5,-6,6,-9,-1,4,9,4,-5,0,14,-5,2
446.2.a.c,446,1,0,1,-1,-2,-2,-3,0,1,-6,-3,5,2,-7,3,0,2,-1,3,6,-11,0,7,-8,-6,15,12
446.2.a.d,446,1,0,1,2,0,0,-2,4,-2,8,-8,-6,8,-6,10,-12,0,6,-10,4,-6,4,10,12,8,-2,-10
446.2.a.e,446,7,0,7,1,2,6,9,-2,-7,-2,15,9,-2,5,-33,20,-2,-13,9,8,29,0,-37,32,-6,-17,12
446.2.a.f,446,8,0,-8,4,4,4,2,10,8,16,-4,8,12,16,16,12,-4,-8,0,26,-10,8,8,16,-44,0,12
447.2.a.a,447,3,0,-3,3,-6,-3,-9,0,-6,-3,-3,-6,3,-9,-15,6,-12,0,-27,9,-3,-3,-21,6,-9,15,-6
447.2.a.b,447,3,0,-1,-3,0,-3,3,-8,-8,-3,-5,4,-1,-17,-7,-10,8,-12,13,-7,-3,1,-9,2,17,9,-12
447.2.a.c,447,9,0,4,9,8,1,13,-2,10,-11,11,0,-13,1,17,-8,10,2,25,-13,1,13,5,-22,1,23,16
447.2.a.d,447,10,0,3,-10,4,9,-7,4,10,9,9,8,15,31,-5,8,2,4,-59,1,5,-11,51,-6,-21,-5,32
448.2.a.a,448,1,0,0,-2,0,-1,0,4,6,2,0,6,4,-2,6,8,12,-6,-6,-8,-4,0,2,-8,-6,-6,-10
448.2.a.b,448,1,0,0,-2,0,1,-4,4,-2,-6,-8,-2,4,-10,-10,4,-4,2,10,8,-8,0,-6,16,2,18,-2
448.2.a.c,448,1,0,0,-2,4,1,0,0,-2,2,8,-2,4,6,-2,-8,-4,10,-6,-4,12,0,-14,-8,-6,10,-2
448.2.a.d,448,1,0,0,0,-2,-1,4,-2,-6,-8,0,-6,8,2,2,4,-8,-6,0,6,4,-8,10,16,-8,-6,-6
448.2.a.e,448,1,0,0,0,-2,1,-4,-2,-6,8,0,-6,-8,2,2,-4,8,-6,0,6,-4,8,10,-16,8,-6,-6
448.2.a.f,448,1,0,0,2,0,-1,4,4,-2,6,8,-2,-4,-10,-10,-4,4,2,-10,8,8,0,-6,-16,-2,18,-2
448.2.a.g,448,1,0,0,2,0,1,0,4,6,-2,0,6,-4,-2,6,-8,-12,-6,6,-8,4,0,2,8,6,-6,-10
448.2.a.h,448,1,0,0,2,4,-1,0,0,-2,-2,-8,-2,-4,6,-2,8,4,10,6,-4,-12,0,-14,8,6,10,-2
448.2.a.i,448,2,0,0,-2,-2,-2,-4,-6,0,2,-8,0,-4,0,-8,4,-12,20,-14,-18,8,-8,12,-8,-14,-12,16
448.2.a.j,448,2,0,0,2,-2,2,4,-6,0,-2,8,0,4,0,-8,-4,12,20,14,-18,-8,8,12,8,14,-12,16
449.2.a.a,449,14,0,-3,-5,-7,-22,-14,-10,-6,-39,-6,-3,-57,-4,-14,-10,1,20,-15,-40,5,-10,-3,-58,22,-8,-18
449.2.a.b,449,23,0,0,3,3,26,6,10,0,41,2,-7,73,8,0,22,23,-14,-3,38,1,-4,27,80,14,-34,4
450.2.a.a,450,1,0,-1,0,0,-2,-6,4,-6,-4,0,6,-4,-8,0,-8,0,-6,-6,2,4,12,10,-4,12,-12,-2
450.2.a.b,450,1,0,-1,0,0,-2,-2,-6,2,0,-4,0,-8,-2,-2,4,-8,6,-10,2,8,-12,4,0,-4,10,8
450.2.a.c,450,1,0,-1,0,0,-2,3,4,-3,5,6,0,2,-2,3,4,12,6,0,2,13,-12,-11,-10,-9,-15,-2
450.2.a.d,450,1,0,-1,0,0,4,0,-2,6,-4,0,6,8,-2,6,4,0,-6,0,-10,4,0,-2,8,12,-18,-2
450.2.a.e,450,1,0,1,0,0,-2,6,4,6,-4,0,-6,-4,-8,0,-8,0,6,6,2,4,-12,10,-4,-12,12,-2
450.2.a.f,450,1,0,1,0,0,2,-2,6,-2,0,4,0,-8,2,-2,-4,8,-6,-10,2,-8,-12,-4,0,4,10,-8
450.2.a.g,450,1,0,1,0,0,2,3,-4,3,5,-6,0,2,2,3,-4,-12,-6,0,2,-13,-12,11,-10,9,-15,2
451.2.a.a,451,1,0,0,1,-3,4,-1,-6,2,-8,-5,-8,3,7,-1,6,0,-2,9,12,-9,-13,6,10,-12,13,-5
451.2.a.b,451,5,0,-2,-4,-4,-3,-5,1,-9,7,-3,-18,-1,-10,-5,8,-12,-10,-13,-17,0,-25,5,2,6,-24,9
451.2.a.c,451,5,0,-2,0,-8,-5,5,-5,3,-11,-7,-24,-13,2,5,-12,-6,-28,-5,-15,30,-1,1,-4,6,-6,23
451.2.a.d,451,10,0,4,0,6,7,10,4,9,5,7,34,-23,-8,-10,2,-16,26,13,-7,-8,13,-1,27,-28,-24,-27
451.2.a.e,451,12,0,3,1,13,-7,-12,0,9,-13,6,42,8,9,12,-8,2,36,2,9,1,0,-21,-47,12,21,-4
452.2.a.a,452,3,0,0,-3,-3,0,0,-12,-6,-6,0,-3,3,-12,-3,-12,15,3,3,-9,-3,18,-21,3,-18,18,-12
452.2.a.b,452,7,0,0,3,3,0,4,16,14,8,0,5,-1,6,1,8,-15,-1,-15,15,-1,-24,41,-21,-14,-40,24
453.2.a.a,453,2,0,-3,2,3,-4,6,8,-2,4,10,-5,-5,9,-5,14,20,-6,-5,-5,11,19,-6,-17,7,-10,8
453.2.a.b,453,2,0,-1,2,-1,-6,-6,-2,0,-8,-6,9,-5,-3,9,-10,0,-2,-5,5,-15,13,-16,7,-15,-6,0
453.2.a.c,453,2,0,0,-2,4,2,4,0,0,0,12,0,12,2,-12,0,4,12,4,-8,10,12,-16,-10,-4,0,-2
453.2.a.d,453,2,0,3,-2,-3,2,6,-2,6,0,0,9,-13,5,3,2,0,0,-3,-7,9,3,12,15,27,0,-28
453.2.a.e,453,3,0,-1,-3,-3,2,1,-4,-19,5,-16,-7,5,3,8,-27,-1,-2,5,-12,-6,-6,18,-4,-2,4,23
453.2.a.f,453,5,0,-3,-5,-4,-6,-17,4,11,-5,-4,0,-6,-24,-25,-7,-23,-10,-30,27,-35,-7,4,5,3,-10,-21
453.2.a.g,453,9,0,6,9,-2,14,2,-2,-2,8,-8,0,16,10,-8,8,-24,10,-2,14,30,-10,10,20,0,-32,30
454.2.a.a,454,2,0,2,-3,-2,-5,-9,2,-6,-1,-3,-7,-2,0,-6,1,9,3,8,8,-2,-17,-1,-5,18,-3,7
454.2.a.b,454,4,0,-4,-2,-4,2,-10,-4,-4,-2,-2,-22,0,-8,-16,6,6,-14,-4,-16,20,-10,6,-6,4,-18,6
454.2.a.c,454,5,0,-5,-1,3,-6,7,3,8,1,6,31,-4,7,22,-9,12,21,0,3,-19,-6,-18,-12,-11,-2,-32
454.2.a.d,454,7,0,7,4,-1,5,10,-5,-2,0,11,16,-2,-23,0,0,-3,-16,4,-15,1,33,-11,11,17,-9,-17
455.2.a.a,455,1,0,-1,0,1,-1,0,1,-6,0,-4,-2,-4,-10,2,-8,0,-2,0,-2,-4,12,-6,8,4,2,-14
455.2.a.b,455,1,0,1,0,-1,-1,0,-1,-2,-4,0,-2,0,2,6,-4,-8,6,-4,-10,12,4,-10,0,12,-18,-2
455.2.a.c,455,4,0,-1,0,-4,-4,2,4,0,18,-12,-2,18,4,12,2,-18,2,30,0,12,-8,34,12,2,24,14
455.2.a.d,455,4,0,3,4,4,-4,-2,-4,16,2,0,-2,-2,0,8,-10,10,14,-14,28,-8,-16,34,-28,-6,-24,-2
455.2.a.e,455,6,0,3,0,6,6,-2,6,8,6,4,-14,-6,20,-4,10,-6,2,-18,0,20,-4,6,-4,-6,-12,26
455.2.a.f,455,7,0,0,0,-7,7,6,-7,-2,6,4,16,-6,-6,14,22,-10,-20,-22,10,12,12,28,28,6,-14,8
456.2.a.a,456,1,0,0,-1,1,-3,-5,-2,-1,1,4,-6,-10,0,0,-11,9,10,4,-5,-4,8,13,4,-4,-6,2
456.2.a.b,456,1,0,0,-1,4,4,-4,-4,6,1,-6,2,2,4,-6,4,-2,-6,-4,-10,8,0,-2,14,-16,-18,14
456.2.a.c,456,1,0,0,1,-3,-3,-1,-2,-5,1,-4,-6,-2,8,-8,13,13,-6,4,-13,4,-8,-3,-4,4,-6,2
456.2.a.d,456,1,0,0,1,2,0,0,2,2,-1,0,2,-4,2,6,-4,0,10,-4,-2,-12,0,-6,-4,-8,6,-14
456.2.a.e,456,2,0,0,-2,-1,-3,3,12,1,2,8,4,6,6,6,1,5,-12,-8,9,-24,0,7,4,4,0,-12
456.2.a.f,456,2,0,0,2,1,1,7,-2,1,2,10,0,-4,-16,-2,1,-1,-8,24,1,-4,0,-5,-2,8,-12,-8
457.2.a.a,457,2,0,1,1,-4,-1,-10,9,0,-10,-5,-2,2,11,-6,6,1,12,-19,-17,6,-10,18,0,8,-10,3
457.2.a.b,457,15,0,-10,-12,-9,-15,3,-22,-18,0,-36,-6,-18,-15,-9,-10,-85,-28,-29,31,-24,-26,-21,8,-63,3,-4
457.2.a.c,457,20,0,6,9,11,8,9,3,12,2,41,2,22,-8,15,-12,96,20,40,-22,2,58,-29,-16,33,19,-15
458.2.a.a,458,1,0,-1,-3,1,-2,1,2,1,-1,-4,-2,-4,-6,-2,-5,-2,-2,0,-7,-14,15,-2,14,-9,18,3
458.2.a.b,458,1,0,1,-1,-1,-4,-1,-2,-3,1,2,-6,8,-6,0,1,-2,2,-2,-1,-10,-1,-4,4,5,12,3
458.2.a.c,458,2,0,-2,0,1,-3,-2,-8,-3,0,-1,6,-11,-3,8,-16,-5,1,-5,15,-7,-2,8,-17,8,6,-5
458.2.a.d,458,7,0,-7,4,1,7,6,9,0,12,11,-15,1,18,-18,30,1,8,6,7,14,-13,-2,1,6,-32,0
458.2.a.e,458,9,0,9,2,4,6,-6,11,1,-6,8,5,6,3,0,8,-12,5,-39,-8,21,-3,0,-2,-40,12,11
459.2.a.a,459,1,0,-2,0,-4,1,6,1,-1,-7,-4,-6,-8,1,0,4,-6,0,-6,-7,1,4,3,-9,-14,14,-1
459.2.a.b,459,1,0,-2,0,2,4,-3,7,-1,-4,-1,9,-2,-8,9,7,0,-6,0,2,7,7,6,-12,-14,8,-10
459.2.a.c,459,1,0,-1,0,1,-2,0,-5,1,-1,1,-9,-8,-2,3,7,-6,-6,0,-10,1,11,6,0,-4,-2,2
459.2.a.d,459,1,0,0,0,-3,2,3,2,-1,5,0,3,8,8,-6,-4,6,-12,12,-10,5,15,2,-10,6,0,14
459.2.a.e,459,1,0,0,0,3,2,-3,2,1,5,0,-3,8,8,6,-4,-6,12,-12,-10,5,-15,2,-10,-6,0,14
459.2.a.f,459,1,0,1,0,-1,-2,0,-5,-1,-1,-1,9,-8,-2,-3,7,6,6,0,-10,1,-11,6,0,4,2,2
459.2.a.g,459,1,0,2,0,-2,4,3,7,1,-4,1,-9,-2,-8,-9,7,0,6,0,2,7,-7,6,-12,14,-8,-10
459.2.a.h,459,1,0,2,0,4,1,-6,1,1,-7,4,6,-8,1,0,4,6,0,6,-7,1,-4,3,-9,14,-14,-1
459.2.a.i,459,2,0,-1,0,3,-3,8,2,2,6,3,12,4,-8,15,3,7,5,-3,1,-13,-8,-14,-3,-22,-3,13
459.2.a.j,459,2,0,-1,0,-5,3,-6,-6,2,-2,1,-6,0,0,-3,-21,3,-9,-3,-5,3,2,14,-13,-4,-29,7
459.2.a.k,459,2,0,1,0,-3,-3,-8,2,-2,6,-3,-12,4,-8,-15,3,-7,-5,3,1,-13,8,-14,-3,22,3,13
459.2.a.l,459,2,0,1,0,5,3,6,-6,-2,-2,-1,6,0,0,3,-21,-3,9,3,-5,3,-2,14,-13,4,29,7
459.2.a.m,459,3,0,-1,0,-3,-4,-4,1,3,5,-3,3,0,12,3,5,4,-4,30,36,-29,19,0,14,-4,-30,0
459.2.a.n,459,3,0,1,0,3,-4,4,1,-3,5,3,-3,0,12,-3,5,-4,4,-30,36,-29,-19,0,14,4,30,0
460.2.a.a,460,1,0,0,-1,1,-2,-4,1,0,-4,-1,-7,-7,-4,3,6,-13,10,-8,0,8,13,11,4,-4,-6,-2
460.2.a.b,460,1,0,0,0,-1,-1,6,6,7,2,-1,-5,1,-5,-7,8,8,3,13,-8,-9,7,-2,-12,-5,-12,2
460.2.a.c,460,1,0,0,1,-1,-4,-6,-1,0,2,1,9,5,2,-9,-4,-3,-6,0,2,-10,-3,-7,-10,-12,0,8
460.2.a.d,460,1,0,0,3,-1,2,0,-3,4,-4,-1,1,1,-8,11,-10,-1,-6,-8,-8,12,13,7,-12,16,-6,2
460.2.a.e,460,2,0,0,1,2,1,4,-3,1,12,2,4,-2,-5,0,0,-3,-5,5,-6,-13,12,-13,18,1,12,-18
461.2.a.a,461,2,0,-1,-3,0,-2,0,-2,9,-7,-6,-4,0,-5,3,-3,0,4,-24,16,11,-15,0,-14,-6,18,-8
461.2.a.b,461,3,0,-2,0,-1,-3,-9,-4,5,-7,10,0,-17,-2,-1,-3,-2,-19,-13,-5,-21,16,8,0,5,-11,15
461.2.a.c,461,7,0,0,-3,-4,-5,-7,2,-15,-24,-10,1,-13,-16,4,-31,16,29,14,-15,-34,-8,11,-11,19,-17,-16
461.2.a.d,461,26,0,3,8,1,10,22,6,-7,50,-6,-5,38,19,-4,43,2,-4,29,14,92,13,5,51,0,-20,-3
462.2.a.a,462,1,0,-1,-1,-2,1,1,2,-6,-4,-4,2,-4,-2,-6,0,-8,-14,12,-14,4,12,6,0,0,-6,-14
462.2.a.b,462,1,0,-1,-1,0,-1,-1,-2,-4,6,-4,-10,6,-6,-12,-8,2,6,-8,6,-4,0,-12,0,14,10,10
462.2.a.c,462,1,0,-1,-1,2,-1,1,2,6,-8,4,2,8,6,6,8,4,10,4,-14,-4,-4,-14,-8,4,-14,18
462.2.a.d,462,1,0,-1,1,0,-1,-1,6,4,6,-4,6,-2,10,-4,8,-6,-10,0,-2,-4,16,12,-16,-2,-6,-6
462.2.a.e,462,1,0,1,-1,-4,1,-1,-6,-4,-2,-8,-6,6,-6,12,4,6,2,0,10,4,-12,0,-16,-14,-14,-14
462.2.a.f,462,1,0,1,1,0,1,-1,2,0,2,0,-6,2,2,0,-4,-6,-6,0,2,-4,-12,-4,8,6,-6,2
462.2.a.g,462,1,0,1,1,2,-1,1,-2,-2,0,0,-2,4,-2,-10,4,4,-2,-12,-2,12,8,6,-8,-8,-14,-14
462.2.a.h,462,2,0,-2,2,0,2,2,4,0,4,0,-12,4,4,0,-8,12,12,0,4,16,-24,-8,-8,-12,12,4
463.2.a.a,463,16,0,-9,-6,-16,-10,-7,-17,-46,-7,-16,-10,4,1,-56,10,-28,-36,-7,4,0,11,-20,15,-41,-73,-45
463.2.a.b,463,22,0,8,4,14,2,3,13,56,3,0,8,-4,-1,48,-2,24,26,21,-10,-8,7,30,-29,49,49,25
464.2.a.a,464,1,0,0,-2,-2,-4,6,2,2,6,-4,-1,6,2,2,-10,2,10,0,10,12,-8,10,6,-16,2,10
464.2.a.b,464,1,0,0,-1,1,-2,-3,-1,0,0,-4,-1,-3,-8,-6,5,-3,5,8,0,12,-6,-4,-1,12,6,14
464.2.a.c,464,1,0,0,-1,3,4,-3,5,-6,4,6,-1,-5,8,0,1,3,3,-6,2,-8,-6,-16,-11,-6,-12,8
464.2.a.d,464,1,0,0,1,-3,-2,3,-5,-4,0,0,-1,-9,8,-2,11,7,9,-4,-12,-12,-2,-4,-3,16,2,-14
464.2.a.e,464,1,0,0,1,1,2,3,-1,8,0,-4,-1,3,8,2,11,-13,-11,0,-8,12,-2,4,-15,-4,-10,-2
464.2.a.f,464,1,0,0,3,-3,2,1,3,-4,8,0,-1,-3,-8,-2,-7,-11,1,4,4,4,2,-12,7,0,-6,-6
464.2.a.g,464,1,0,0,3,3,-4,1,-3,2,-4,6,-1,-9,-8,-8,5,7,-5,10,10,-8,2,0,1,-6,12,0
464.2.a.h,464,2,0,0,-2,-2,0,-2,-2,-4,-12,4,2,-6,-8,8,-10,-2,2,-4,-4,0,12,8,2,-4,-8,-8
464.2.a.i,464,2,0,0,2,-2,8,2,-2,-4,-4,4,2,14,8,-8,-6,10,-14,-4,12,0,4,8,6,12,-8,8
464.2.a.j,464,3,0,0,-2,4,0,-2,4,6,4,4,3,14,-2,10,6,2,0,-8,2,-20,-12,2,30,-32,10,-14
465.2.a.a,465,1,0,-1,1,1,-4,-4,2,-6,-4,0,-6,-1,10,-6,-12,0,-2,-8,6,8,-12,6,-8,12,6,-6
465.2.a.b,465,1,0,1,-1,1,-2,-4,0,2,-8,-8,0,1,8,-6,0,4,6,10,-14,2,6,-16,0,4,4,6
465.2.a.c,465,2,0,-2,2,-2,-4,0,-8,-8,0,-12,-4,2,0,4,0,-4,-8,8,-4,-12,0,8,-12,-12,-4,20
465.2.a.d,465,2,0,0,-2,-2,-6,4,-6,4,4,-8,-2,-2,-10,0,-8,-12,4,-14,0,-10,-18,-6,-20,24,18,-4
465.2.a.e,465,3,0,1,-3,-3,8,2,4,4,-4,6,-2,3,10,-8,10,-10,0,-8,-6,18,10,18,20,22,8,8
465.2.a.f,465,3,0,1,3,3,2,6,-2,0,0,2,8,3,0,8,-10,-6,0,14,-2,-16,20,0,8,2,-6,-36
465.2.a.g,465,3,0,3,3,-3,2,2,-6,4,-8,14,16,-3,-8,4,-2,14,8,-26,-18,0,4,-12,4,-10,-6,8
465.2.a.h,465,4,0,2,-4,4,4,6,2,-10,16,6,0,-4,8,-6,2,-2,-6,4,0,-2,22,-32,24,-6,-14,-14
466.2.a.a,466,1,0,-1,2,0,0,2,2,6,0,8,-2,0,2,6,-10,0,0,-10,4,14,8,-6,-4,-6,6,-10
466.2.a.b,466,1,0,1,1,0,2,0,5,0,-4,6,3,-4,-7,-6,-1,9,6,3,-10,-7,-12,14,-13,-9,-3,14
466.2.a.c,466,3,0,-3,-2,5,3,8,-5,-4,3,1,17,4,-14,5,15,22,7,20,7,-20,3,-4,7,13,11,-22
466.2.a.d,466,3,0,3,-4,-7,-1,-10,-7,-8,-3,1,-5,4,-4,-15,5,0,7,-12,-11,6,7,-8,1,1,-17,-30
466.2.a.e,466,5,0,-5,0,-5,-5,-12,5,-12,-9,-7,-9,-16,4,-33,7,-12,5,-18,5,18,-9,16,3,-3,-15,30
466.2.a.f,466,6,0,6,1,7,-3,6,2,12,9,-13,2,-4,5,13,-10,-23,-9,-9,9,-5,7,-14,-6,26,16,-20
467.2.a.a,467,1,0,0,-3,2,1,4,-6,-7,2,-7,-8,6,-2,6,-4,4,-9,-3,-10,-4,-12,14,-10,11,-2,9
467.2.a.b,467,12,0,-5,-3,-7,-12,-6,-29,-1,-8,5,-15,-11,-51,6,-32,5,-24,25,-28,-6,33,-35,-3,7,15,-22
467.2.a.c,467,26,0,5,4,3,11,0,47,14,4,4,17,7,71,2,46,-5,33,-8,34,20,-17,29,19,-16,-29,9
468.2.a.a,468,1,0,0,0,-4,4,4,-1,0,0,8,8,4,6,-12,-8,4,0,-4,-2,-8,4,-10,-4,-12,12,14
468.2.a.b,468,1,0,0,0,-2,-2,2,-1,-6,-6,-8,-2,10,-6,6,4,2,-6,10,-2,10,-10,2,-4,6,6,2
468.2.a.c,468,1,0,0,0,0,2,0,1,6,2,0,6,2,2,12,-4,0,-6,-12,2,-10,-12,14,8,-12,0,-10
468.2.a.d,468,1,0,0,0,4,-2,4,1,-2,-2,0,6,-10,10,-8,4,4,10,8,-14,2,-16,-10,-16,0,4,-2
468.2.a.e,468,1,0,0,0,4,4,-4,-1,0,0,-8,-8,4,6,12,-8,-4,0,4,-2,-8,-4,-10,-4,12,-12,14
469.2.a.a,469,1,0,-1,-3,1,-1,0,3,0,-4,3,-3,-5,5,-5,0,-6,2,-6,-14,-1,-9,14,14,-10,4,2
469.2.a.b,469,1,0,1,1,-3,-1,0,-1,-8,8,3,-3,-1,-3,-9,4,10,6,-14,-6,-1,-9,-14,14,10,0,-14
469.2.a.c,469,2,0,1,-1,-3,2,8,-7,9,9,0,12,-1,-4,-3,8,-9,-8,-3,-18,-2,-5,21,12,26,1,-18
469.2.a.d,469,2,0,2,-1,-1,2,8,9,2,2,3,-1,-15,-13,9,8,-4,0,0,14,-2,15,-4,6,-8,2,-18
469.2.a.e,469,3,0,-3,-3,3,3,-6,-3,-9,-3,-12,-12,-3,-3,-3,-3,0,6,-30,6,3,-39,-3,-12,30,30,15
469.2.a.f,469,3,0,-1,-1,-9,3,-12,5,10,-4,-7,-9,-3,-9,-3,2,10,-22,4,2,3,17,6,8,-26,-4,-6
469.2.a.g,469,5,0,2,-2,-4,-5,-16,-4,-4,-8,-20,0,4,9,2,-11,-15,4,-15,2,-5,8,12,-8,-28,-25,33
469.2.a.h,469,7,0,1,6,6,7,8,-8,-7,-11,19,3,18,20,-20,-11,24,36,26,8,-7,16,-37,-30,6,18,1
469.2.a.i,469,9,0,-1,8,8,-9,18,4,7,13,1,-7,6,-18,22,-1,12,-6,44,-16,9,14,-7,28,32,-2,11
470.2.a.a,470,1,0,-1,-1,1,-1,1,-5,0,5,-6,-6,-11,-8,2,-2,1,-6,8,-5,2,12,-15,0,-1,14,6
470.2.a.b,470,1,0,-1,1,-1,-1,-3,-5,2,-7,8,-2,-5,-4,12,8,-1,-4,-10,-11,-8,0,3,10,9,-18,12
470.2.a.c,470,1,0,-1,1,1,-1,3,5,6,-1,0,-6,5,8,0,8,-1,0,-6,5,-4,-12,5,2,-15,6,-16
470.2.a.d,470,1,0,1,-3,1,-3,-1,-1,-8,-5,-2,-2,-5,-4,6,6,-1,2,-12,11,14,-4,-11,-4,5,14,-14
470.2.a.e,470,1,0,1,-1,-1,-3,-5,-1,2,-1,0,2,-7,0,-8,-4,1,12,6,-7,0,-16,11,10,-9,6,-16
470.2.a.f,470,1,0,1,1,-1,5,-3,5,0,-7,6,-6,5,8,-6,-10,-1,-6,-12,-1,2,0,-13,-16,9,6,2
470.2.a.g,470,2,0,-2,1,2,8,-5,2,-8,-1,1,1,-2,-1,4,16,-2,19,-12,-4,8,15,13,-27,19,-13,2
470.2.a.h,470,3,0,-3,0,-3,3,0,3,0,12,-3,9,9,15,6,-6,3,-15,12,15,6,-9,-6,9,-30,-15,0
470.2.a.i,470,3,0,3,2,3,1,0,-1,2,4,7,-9,1,-11,-12,0,3,-3,2,-15,8,-21,16,3,12,1,-2
470.2.a.j,470,3,0,3,3,-3,0,5,0,-2,9,-11,-3,2,-5,14,0,-3,-17,-4,10,4,-1,23,25,-19,5,36
471.2.a.a,471,1,0,-1,-1,-2,3,0,1,-3,-2,-9,0,-2,1,-2,1,0,-6,-1,8,2,-12,-14,-8,4,-13,0
471.2.a.b,471,2,0,-1,2,-2,-6,-1,-3,-4,-6,2,-1,-3,6,-16,-18,17,0,2,-16,3,-1,-11,0,13,1,-8
471.2.a.c,471,3,0,0,-3,-2,-3,-5,-2,-9,4,3,-17,-1,-5,-20,19,-9,18,-19,-24,21,7,1,-4,-5,-8,0
471.2.a.d,471,9,0,2,-9,8,-2,7,-1,20,2,8,19,5,-8,42,-34,3,16,-6,14,-37,-21,23,-36,-3,27,-2
471.2.a.e,471,12,0,-1,12,4,8,-1,15,10,14,-8,5,5,4,18,28,-3,-18,0,20,27,7,15,4,-13,-9,-16
472.2.a.a,472,1,0,0,-3,-1,3,-4,6,-6,-7,-6,-3,8,2,3,-12,-2,-5,-1,-4,-8,8,-10,5,6,-4,-14
472.2.a.b,472,1,0,0,-1,-1,1,0,-2,-6,3,-6,-3,-4,-2,-5,0,2,3,1,12,4,0,-6,15,-14,12,6
472.2.a.c,472,1,0,0,-1,-1,1,4,2,2,3,6,5,4,-6,3,8,-2,11,1,0,-8,-8,-6,-1,6,-16,-10
472.2.a.d,472,1,0,0,2,2,1,1,-1,-1,0,0,-4,4,3,-3,-1,10,-4,1,-6,4,13,-6,-1,-3,2,-10
472.2.a.e,472,1,0,0,3,-3,3,6,-6,-2,-1,8,-1,-2,-4,-1,-10,6,5,-1,-8,2,-4,-8,-11,-10,-16,-4
472.2.a.f,472,4,0,0,-1,-3,-9,-4,-10,1,-5,-12,-9,-14,-6,7,-2,-2,-15,-4,18,-6,-7,28,9,4,-2,42
472.2.a.g,472,6,0,0,-1,7,-4,-3,9,14,-3,2,11,-8,3,10,1,0,25,-6,-6,0,2,14,-36,19,22,-12
473.2.a.a,473,1,0,-2,1,-1,0,-1,-2,6,-8,-1,6,-1,-3,-4,-1,-8,-14,9,-4,9,-13,-16,16,-6,-7,13
