label,level,dim,sealed,a2,a3,a5,a7,a11,a13,a17,a19,a23,a29,a31,a37,a41,a43,a47,a53,a59,a61,a67,a71,a73,a79,a83,a89,a97
900.2.a.c,900,1,0,0,0,0,-1,-6,5,6,5,6,6,-1,2,0,-1,-6,12,6,-13,11,0,2,8,6,0,-7
900.2.a.d,900,1,0,0,0,0,-1,0,-7,0,-7,0,0,11,-10,0,-13,0,0,0,-1,11,0,-10,-4,0,0,-19
900.2.a.e,900,1,0,0,0,0,1,-6,-5,-6,5,-6,6,-1,-2,0,1,6,-12,6,-13,-11,0,-2,8,-6,0,7
900.2.a.f,900,1,0,0,0,0,1,0,7,0,-7,0,0,11,10,0,13,0,0,0,-1,-11,0,10,-4,0,0,19
900.2.a.g,900,1,0,0,0,0,4,0,-2,0,8,0,0,-4,10,0,-8,0,0,0,14,16,0,10,-4,0,0,-14
900.2.a.h,900,1,0,0,0,0,4,4,0,-4,0,-4,6,4,-8,10,4,4,12,-4,2,-4,0,-8,-12,-4,10,8
901.2.a.a,901,1,1,-2,-1,3,2,0,-7,1,0,-8,-10,0,8,7,-9,1,1,-12,-2,2,-15,1,17,-8,-9,0
901.2.a.b,901,1,1,-1,0,0,2,-6,6,-1,4,-8,2,4,2,0,-8,-8,-1,4,-8,-12,-8,-4,-4,-4,-14,-2
901.2.a.c,901,1,1,-1,0,3,-1,0,3,1,1,4,-4,4,8,-6,4,10,-1,-2,10,9,16,-1,2,11,-5,-8
901.2.a.d,901,1,1,-1,2,0,-4,0,2,-1,0,2,-2,-6,-10,-4,-12,8,-1,-12,-8,8,6,16,14,-16,6,6
901.2.a.e,901,1,1,0,1,-3,-4,6,5,1,-4,0,0,8,8,-3,11,-3,-1,12,-10,-4,3,11,-1,-6,15,2
901.2.a.f,901,1,1,2,-3,1,-2,0,1,1,-4,-8,-6,-8,4,-3,7,9,1,12,2,-14,-13,3,3,-4,7,8
901.2.a.g,901,12,1,-1,-3,-5,3,-20,-16,-12,-17,-11,-8,1,6,-8,-19,-19,-12,-52,-6,0,-21,20,-27,-18,-2,32
901.2.a.h,901,13,1,-2,-7,-11,-7,-30,8,13,-7,-21,-14,-13,-16,-6,-9,-13,13,-16,2,-12,-5,-22,-27,-12,-34,-30
901.2.a.i,901,18,1,4,8,7,14,28,-12,18,10,15,32,-11,-6,13,-10,-10,-18,38,8,-17,12,-10,0,5,-20,6
901.2.a.j,901,20,1,5,3,7,-7,34,0,-20,13,23,16,1,-6,16,13,29,20,40,-10,20,41,-16,15,20,34,-36
902.2.a.a,902,1,1,-1,-2,3,1,-1,-6,-7,1,7,-5,-3,7,-1,-12,-6,-14,3,6,-12,8,0,4,12,16,-14
902.2.a.b,902,1,1,1,-2,3,5,-1,2,-3,5,-9,-9,5,-1,-1,8,6,-6,3,-10,8,0,-4,-4,0,12,-10
902.2.a.c,902,2,1,2,-3,0,-4,2,-6,-2,-5,-13,-1,4,-9,-2,-10,2,-21,-5,9,-2,-7,2,0,18,3,-16
902.2.a.d,902,2,1,2,-1,-2,-4,-2,-4,-6,3,-3,-5,-4,1,2,-12,2,17,-3,1,-20,-5,6,0,-28,19,8
902.2.a.e,902,2,1,2,-1,2,6,2,0,-6,-11,5,-1,14,15,2,0,6,9,5,7,4,5,-4,6,-20,-19,10
902.2.a.f,902,3,1,-3,-1,-3,-3,3,-4,1,2,4,2,-11,-16,3,4,-6,-5,8,1,-22,-9,-18,-10,-4,23,-4
902.2.a.g,902,3,1,-3,3,-2,-4,-3,-8,4,-9,-1,-7,0,-23,-3,-10,14,-1,-5,-11,-4,19,-12,0,-6,-15,-12
902.2.a.h,902,5,1,-5,0,0,5,-5,10,1,9,0,-1,1,11,5,21,8,-10,1,24,23,-9,12,11,11,9,-2
902.2.a.i,902,5,1,5,3,-1,-4,5,4,0,15,10,-11,8,-7,5,7,-6,3,7,-31,7,2,-2,-17,-3,-6,-2
902.2.a.j,902,5,1,5,4,-6,5,-5,6,7,9,2,5,-7,13,-5,1,10,-32,-13,12,11,-3,16,7,3,1,-4
902.2.a.k,902,6,1,-6,4,4,5,6,8,1,1,6,11,9,23,-6,7,2,22,-9,2,19,-9,10,3,-3,19,52
903.2.a.a,903,1,1,0,1,0,-1,-3,1,1,-6,1,-10,-7,2,-7,1,8,-7,-8,-8,13,10,-6,-8,11,2,-11
903.2.a.b,903,1,1,0,1,0,1,-3,5,-3,2,9,6,5,2,-3,1,0,9,0,8,5,-6,2,8,-9,-6,17
903.2.a.c,903,2,1,-3,-2,-3,-2,3,2,3,2,-3,-6,6,-10,0,-2,0,0,-6,21,-9,-24,-20,6,-6,-12,-24
903.2.a.d,903,2,1,-1,2,-3,2,3,-8,-9,-12,3,8,-10,-6,-4,-2,-12,-2,-10,1,-13,6,4,-6,14,8,-18
903.2.a.e,903,2,1,-1,2,1,-2,-5,-10,-5,-8,-5,6,2,-16,4,2,2,2,22,5,-13,-8,-12,6,-16,0,-8
903.2.a.f,903,2,1,0,-2,2,-2,-4,0,-12,4,-8,0,14,-8,-8,-2,2,-24,6,-10,12,8,-6,4,-6,-10,16
903.2.a.g,903,5,1,-3,-5,-5,5,-4,-7,-12,8,-10,-2,-15,6,-7,5,-24,-7,-12,-9,0,4,-32,14,-15,-24,-17
903.2.a.h,903,5,1,2,-5,7,5,1,6,15,0,3,10,-2,-4,20,-5,12,10,-16,23,-5,6,10,-30,18,24,16
903.2.a.i,903,7,1,4,7,5,-7,-3,8,11,18,9,8,0,-8,-4,-7,-10,0,-30,13,11,4,32,18,12,10,26
903.2.a.j,903,8,1,1,8,3,8,1,0,17,14,-15,-16,8,20,6,8,-4,-22,2,7,7,-34,26,6,26,12,-14
903.2.a.k,903,8,1,2,-8,3,-8,6,9,20,-18,4,6,-13,16,13,8,2,7,32,-17,0,10,24,-2,19,-6,3
904.2.a.a,904,1,1,0,0,0,-4,4,6,-2,-4,-6,0,-8,-4,-10,-12,-2,10,-8,10,12,6,2,-10,12,-6,-2
904.2.a.b,904,5,1,0,1,-5,-2,-4,-12,-10,4,-12,-11,-11,-6,-19,20,-5,-1,-15,-9,23,-22,-11,11,20,-24,0
904.2.a.c,904,6,1,0,-7,-5,2,-12,-2,4,-12,-2,-13,-7,6,-9,-18,-13,-23,-27,-3,-25,-26,9,9,-44,-12,18
904.2.a.d,904,7,1,0,7,3,2,12,-4,2,14,6,1,5,-2,9,22,9,-1,23,-13,13,12,-31,-15,20,12,-32
904.2.a.e,904,9,1,0,-3,9,2,4,8,10,-8,2,17,9,20,25,-18,19,27,13,23,-5,10,23,-3,0,26,16
905.2.a.a,905,1,1,1,1,1,2,0,6,3,8,-2,-5,9,6,2,-4,-12,-9,-12,0,7,15,0,-6,-10,0,-3
905.2.a.b,905,1,1,1,2,-1,-4,0,-6,6,2,-4,-10,-2,10,-6,-6,8,-2,0,2,2,-14,2,16,0,-6,2
905.2.a.c,905,5,1,-3,0,-5,-1,-2,-1,6,-15,7,8,-18,14,-10,-11,-18,-23,-15,-17,-5,-2,-45,-26,27,35,-31
905.2.a.d,905,6,1,3,0,-6,-9,-9,-2,-11,-15,4,-7,-23,-25,-5,5,-5,26,-7,8,-13,20,27,-38,-7,-49,39
905.2.a.e,905,13,1,-6,-8,13,-26,-3,-13,-13,-24,-29,5,-23,-5,5,-32,-29,-5,2,-7,-34,-6,-16,-20,-50,16,-40
905.2.a.f,905,17,1,4,7,17,22,1,11,8,12,19,-4,20,-1,-15,44,43,12,10,21,35,-35,2,26,30,-24,29
905.2.a.g,905,18,1,-3,-2,-18,20,5,19,-1,36,-11,7,41,15,3,16,9,-17,18,23,0,34,36,40,2,18,6
906.2.a.a,906,1,1,-1,-1,0,-3,1,4,2,-6,4,-2,-8,7,-1,-8,-1,-9,9,-8,-3,-12,-2,-11,-8,10,-7
906.2.a.b,906,1,1,-1,-1,3,0,-5,-5,2,-6,-5,-5,1,-2,11,-2,8,12,-12,-14,-3,3,-8,-2,-8,-5,2
906.2.a.c,906,1,1,-1,1,-3,2,-3,-1,0,-4,-3,-3,5,-4,-3,-10,0,-6,0,-10,5,9,2,-4,0,-3,-10
906.2.a.d,906,1,1,-1,1,0,-1,-3,-4,-6,2,0,-6,-4,11,-3,8,-9,9,-3,8,-13,-12,2,-1,12,6,17
906.2.a.e,906,1,1,1,-1,-1,-2,-1,-3,0,0,-3,-9,-3,-8,-3,6,8,6,8,2,-1,-15,-14,-8,16,-3,14
906.2.a.f,906,1,1,1,-1,1,0,-3,3,6,6,-3,1,5,6,9,-2,-4,0,-4,2,9,5,4,-10,-16,9,2
906.2.a.g,906,1,1,1,-1,4,-3,3,0,6,-6,0,10,-4,-9,-3,4,5,-3,11,-4,-3,8,-2,5,-4,-18,-7
906.2.a.h,906,1,1,1,1,-3,-4,-3,1,-6,2,-1,-3,-7,-2,-1,-2,8,-12,4,-2,15,-1,16,-6,-8,15,2
906.2.a.i,906,1,1,1,1,-1,2,3,-5,0,8,7,-1,1,-4,-5,-10,12,2,0,6,-11,3,-2,4,-8,-5,-18
906.2.a.j,906,4,1,-4,-4,0,3,5,4,-10,7,-3,-4,13,-2,12,23,-5,0,12,21,29,9,6,33,11,12,-7
906.2.a.k,906,4,1,-4,4,2,-1,11,-6,12,-3,11,14,-3,-8,8,3,3,-2,12,-1,-11,-5,-16,9,25,8,-11
906.2.a.l,906,4,1,4,-4,-1,7,8,3,-12,-1,14,-1,4,24,-5,9,-3,12,-16,23,-10,-26,-2,15,-21,-5,29
906.2.a.m,906,4,1,4,4,5,0,-1,7,8,-7,-2,7,-8,1,2,-3,-6,5,-9,-9,-7,-14,-6,-8,13,13,-4
907.2.a.a,907,35,1,-11,-13,-32,-9,-14,-33,-63,-3,-30,-66,-10,-26,-36,-25,-50,-71,-1,-39,-1,8,-47,2,-61,-34,-3
907.2.a.b,907,40,1,9,9,32,7,12,33,59,3,32,58,-6,26,42,5,26,67,17,49,-27,14,35,-18,37,28,7
908.2.a.a,908,2,1,0,1,2,-5,-3,-6,-8,-5,-7,5,10,-2,14,-3,-7,-3,-8,6,-12,7,3,7,-16,-3,-1
908.2.a.b,908,5,1,0,-5,-1,-6,-5,5,7,-4,-8,-11,-28,0,-16,-26,-8,3,1,5,-12,-6,-19,-33,-1,-2,-9
908.2.a.c,908,12,1,0,6,1,15,6,-1,9,9,15,-6,18,-2,8,29,15,0,0,1,56,-1,12,16,-15,-9,30
909.2.a.a,909,1,1,0,0,1,-2,2,1,-3,-5,-1,4,-9,-2,-8,-8,-7,2,14,4,2,-13,8,-9,4,-14,2
909.2.a.b,909,1,1,0,0,3,0,2,-3,7,-5,5,-6,7,10,-6,4,7,4,10,-2,10,9,-8,7,-2,8,-10
909.2.a.c,909,1,1,2,0,1,-2,6,1,5,7,3,6,-1,-10,2,-12,-11,-4,-4,10,-2,-1,2,11,-8,-14,-10
909.2.a.d,909,2,1,0,0,2,-4,-4,-6,6,-6,-2,-4,2,-8,12,-4,6,0,-12,-4,-12,-18,-12,6,-12,8,-8
909.2.a.e,909,4,1,-3,0,0,-2,-8,-10,2,0,-12,2,-12,10,-20,8,4,-16,-22,8,-18,-2,-4,0,18,-18,-34
909.2.a.f,909,4,1,0,0,-4,2,-14,4,-10,-4,-4,-16,4,0,6,-8,-14,4,-14,-22,6,-24,-14,-24,-24,0,32
909.2.a.g,909,4,1,0,0,4,2,14,4,10,-4,4,16,4,0,-6,-8,14,-4,14,-22,6,24,-14,-24,24,0,32
909.2.a.h,909,4,1,3,0,0,-2,8,-10,-2,0,12,-2,-12,10,20,8,-4,16,22,8,-18,2,-4,0,-18,18,-34
909.2.a.i,909,6,1,-1,0,-6,0,-10,0,-12,-10,-4,-8,-2,-6,-6,-12,-6,-18,-2,-14,-18,10,24,-22,-10,-18,14
909.2.a.j,909,7,1,0,0,-6,6,10,10,-20,2,-6,10,10,8,-4,-4,0,0,16,12,2,20,8,14,-4,-10,52
909.2.a.k,909,7,1,0,0,3,2,-8,-1,7,19,7,2,7,0,2,32,13,8,-16,-6,34,-9,-2,15,22,22,-28
910.2.a.a,910,1,1,-1,-2,-1,1,0,1,0,2,-6,6,8,-10,-12,-4,0,-12,6,2,-4,-6,-10,-16,0,-12,2
910.2.a.b,910,1,1,-1,0,-1,1,4,-1,2,-4,8,-2,4,10,-6,0,8,2,12,-2,-4,12,-2,-8,4,2,14
910.2.a.c,910,1,1,-1,0,1,1,-2,-1,-4,-4,-4,-2,-2,-2,0,6,8,-4,-12,-2,8,-12,-2,-8,4,-16,2
910.2.a.d,910,1,1,-1,1,-1,1,-3,1,-6,2,-3,-6,-7,5,9,2,-9,0,0,-13,-13,12,-13,5,6,18,5
910.2.a.e,910,1,1,-1,1,1,1,-3,1,6,2,9,6,5,-7,9,-10,3,0,12,-1,-13,-12,11,17,-6,-6,-19
910.2.a.f,910,1,1,1,-3,-1,-1,3,1,-2,-6,-3,-6,-5,-5,7,-6,-7,-12,-8,15,-7,4,-7,1,6,6,15
910.2.a.g,910,1,1,1,-2,-1,1,0,1,0,2,6,6,-4,2,0,8,0,12,6,-10,-4,6,2,8,12,0,-10
910.2.a.h,910,1,1,1,-2,1,-1,-4,-1,0,-6,-2,6,-8,-6,-8,4,-8,0,-10,-14,-4,6,10,16,0,-16,14
910.2.a.i,910,1,1,1,-1,-1,1,-5,-1,2,-6,-3,-10,9,-5,1,-10,-9,8,4,5,-3,-8,-5,5,-18,10,5
910.2.a.j,910,1,1,1,0,-1,-1,-6,1,-8,0,0,6,-2,10,-8,-6,8,-12,-8,6,8,4,2,-8,-12,0,-18
910.2.a.k,910,1,1,1,2,-1,1,4,1,0,-2,2,-2,0,2,0,-4,0,4,-6,6,4,-6,-14,-8,-12,0,-18
910.2.a.l,910,2,1,-2,-1,-2,-2,1,-2,-4,2,1,-4,-1,-1,-11,-2,-7,-6,-4,-1,3,-16,-1,25,-22,-4,-27
910.2.a.m,910,2,1,-2,0,2,2,8,2,-4,-8,-8,12,-8,4,-4,0,0,12,8,-12,-8,16,12,0,-16,28,12
910.2.a.n,910,2,1,-2,2,-2,-2,-2,2,8,-6,6,4,-14,4,16,-6,16,0,-2,4,4,-2,-12,-16,8,8,12
910.2.a.o,910,2,1,2,1,2,-2,-1,2,4,6,9,-4,7,-11,-7,-6,5,-6,8,1,13,-4,-21,5,-2,-8,9
910.2.a.p,910,3,1,-3,-1,3,-3,5,-3,2,6,-3,-2,15,-11,15,2,5,12,12,-7,7,-4,-11,5,26,38,11
910.2.a.q,910,3,1,3,1,3,3,5,-3,-2,0,-1,6,3,3,1,4,3,-8,2,5,1,10,-17,1,-14,2,-15
911.2.a.a,911,9,1,-5,1,-1,5,-1,-26,-5,-24,6,11,-2,3,-10,-10,-43,-8,-15,-8,-35,-3,-24,-22,-19,-36,2
911.2.a.b,911,14,1,2,-7,-7,-15,-7,1,-19,-6,-12,-28,-28,-20,-36,-4,47,13,12,-74,32,6,-55,-16,17,32,-52
911.2.a.c,911,53,1,2,6,10,14,6,33,28,42,-2,21,50,13,68,26,0,-9,3,136,-5,-17,131,50,-24,46,114
912.2.a.a,912,1,1,0,-1,-3,3,1,-2,-5,-1,4,-6,2,8,-8,-13,-13,-6,-4,-13,-4,8,-3,4,-4,-6,2
912.2.a.b,912,1,1,0,-1,-2,0,0,6,-6,1,-4,2,-8,-10,-2,4,-12,-6,12,-2,4,0,10,0,-16,-2,10
912.2.a.c,912,1,1,0,-1,0,4,0,-4,6,-1,6,6,-2,-4,6,4,-6,6,12,14,-8,0,14,10,12,-6,-10
912.2.a.d,912,1,1,0,-1,1,-3,3,-6,3,1,-4,-10,-2,8,-8,1,-3,-6,0,7,-8,-12,-11,0,-4,10,-2
912.2.a.e,912,1,1,0,-1,2,0,0,2,2,1,0,2,4,2,6,4,0,10,4,-2,12,0,-6,4,8,6,-14
912.2.a.f,912,1,1,0,1,-3,-1,5,-6,-5,-1,-4,6,-6,-8,-8,-9,-1,2,8,11,0,4,-11,8,4,10,-10
912.2.a.g,912,1,1,0,1,-3,5,-1,2,-1,1,4,-2,6,0,0,1,9,10,8,-1,-8,12,-11,-16,-12,-6,-10
912.2.a.h,912,1,1,0,1,0,-4,-4,0,-2,-1,2,-6,-6,-8,10,12,-10,2,-4,-10,0,16,-2,-10,16,-2,-10
912.2.a.i,912,1,1,0,1,1,3,5,-2,-1,-1,-4,-6,10,0,0,11,-9,10,-4,-5,4,-8,13,-4,4,-6,2
912.2.a.j,912,1,1,0,1,2,0,-2,2,6,1,-2,4,8,-2,-8,8,-2,-4,0,2,-12,4,6,16,-6,0,-2
912.2.a.k,912,1,1,0,1,2,0,4,2,-6,1,4,-2,-4,10,10,-4,4,-10,-12,14,12,-8,-6,4,-12,-6,10
912.2.a.l,912,1,1,0,1,4,-4,4,-4,6,-1,6,2,-2,4,-6,-4,2,-6,4,-10,-8,0,-2,-14,16,-18,14
912.2.a.m,912,2,1,0,-2,1,-1,-7,-2,1,-2,-10,0,4,-16,-2,-1,1,-8,-24,1,4,0,-5,2,-8,-12,-8
912.2.a.n,912,2,1,0,-2,3,-1,3,4,-3,-2,6,-6,2,-2,0,-1,21,6,0,-11,-4,24,-5,-16,-6,18,28
912.2.a.o,912,2,1,0,2,-1,3,-3,12,1,-2,-8,4,-6,6,6,-1,-5,-12,8,9,24,0,7,-4,-4,0,-12
913.2.a.a,913,1,1,-1,0,0,-1,-1,1,0,2,-2,10,4,7,-2,10,-8,8,12,-8,13,13,11,0,1,6,0
913.2.a.b,913,1,1,2,3,3,-4,-1,-2,-6,2,7,4,-5,-5,-2,10,-8,14,-3,-2,-5,7,-4,12,1,-15,3
913.2.a.c,913,5,1,1,1,3,5,-5,-4,0,-5,2,-5,-14,-15,-14,-6,10,10,8,-4,1,25,-21,-12,5,22,1
913.2.a.d,913,12,1,2,4,-1,5,-12,-12,16,-1,53,2,24,26,36,-11,49,-4,4,-2,10,12,-14,11,12,3,-14
913.2.a.e,913,15,1,-7,-7,-4,-17,15,-21,-14,-2,-43,-17,-10,-26,-8,-9,-41,-22,-12,-18,16,-16,-22,-31,15,27,7
913.2.a.f,913,16,1,-5,-8,-7,-5,-16,5,-20,-4,-44,-7,-11,-15,0,-11,-31,-48,1,10,-33,-69,0,-19,-16,-30,-20
913.2.a.g,913,17,1,9,5,2,13,17,11,14,8,37,27,-6,-12,0,29,17,24,-12,-2,0,38,-4,27,-17,-1,-17
914.2.a.a,914,1,1,-1,0,0,0,2,0,-6,-4,8,-6,0,-4,6,-6,-8,12,-10,8,-4,0,-6,-16,-10,10,-10
914.2.a.b,914,1,1,-1,1,3,4,2,-1,6,-1,0,-4,-3,6,-10,-12,2,-11,-10,10,12,5,17,-4,4,0,-4
914.2.a.c,914,5,1,-5,-1,3,-5,-7,-5,9,-17,-14,0,-15,-5,-7,2,0,4,16,-32,-2,-19,-16,-18,13,-8,-2
914.2.a.d,914,5,1,5,-5,-7,-3,-3,-13,-11,-15,2,-2,-13,1,-17,-6,-2,-4,-2,-24,6,13,-4,0,9,2,2
914.2.a.e,914,12,1,-12,0,-8,7,-3,10,-11,26,6,4,30,-7,9,44,18,-1,12,44,-4,4,5,38,-11,-10,2
914.2.a.f,914,15,1,15,5,9,5,3,17,11,27,-10,14,-3,5,13,4,-22,4,8,18,-4,-31,14,-12,1,16,-2
915.2.a.a,915,1,1,-1,1,1,-2,-2,-2,-2,-4,0,0,0,-4,-10,10,-8,-6,6,-1,-10,-14,-2,12,4,-16,10
915.2.a.b,915,1,1,1,-1,1,0,0,-2,-2,-4,0,-10,-4,2,-6,-4,8,-14,0,1,-4,4,2,4,4,10,2
915.2.a.c,915,1,1,2,-1,1,3,-4,4,8,7,-6,-5,0,11,-2,1,-1,2,-7,-1,-12,13,-8,-12,9,-6,-4
915.2.a.d,915,1,1,2,1,-1,1,4,4,4,-1,-6,3,0,-7,2,-5,13,6,-15,-1,-4,-11,-8,0,-5,2,-8
915.2.a.e,915,3,1,-2,-3,3,-5,12,0,0,7,10,7,-4,3,18,-7,-1,18,-19,-3,8,1,-20,8,-7,2,8
915.2.a.f,915,4,1,1,4,-4,-1,4,-2,0,-1,20,5,-4,13,4,-7,5,18,25,-4,2,29,-6,4,19,-20,6
915.2.a.g,915,5,1,-3,5,-5,-4,-8,-6,-14,0,-16,-10,-4,-18,6,-4,-20,-30,-20,5,8,0,-2,-4,-12,-6,-18
915.2.a.h,915,5,1,1,-5,-5,-6,2,-10,2,0,0,-8,-4,-32,6,-14,8,-14,26,-5,-22,-6,-30,-8,4,0,-22
915.2.a.i,915,5,1,1,-5,-5,6,2,6,8,2,2,2,0,28,-2,22,-2,12,-4,5,28,-20,14,4,2,-16,10
915.2.a.j,915,5,1,1,-5,5,6,0,2,-8,-4,-2,14,20,12,-14,-6,-28,4,24,-5,2,-8,34,36,-16,10,-2
915.2.a.k,915,8,1,2,8,8,2,10,0,2,-6,6,20,-8,18,12,2,18,6,12,8,-16,28,-16,-20,10,38,-8
916.2.a.a,916,1,1,0,-3,-3,-4,-3,-4,-7,-5,-6,8,2,-6,10,-5,6,6,-14,-11,-2,-5,4,-4,-1,-6,-17
916.2.a.b,916,1,1,0,-1,1,2,-5,-2,-3,1,-2,0,8,-6,-12,1,-10,10,-4,5,-4,1,-16,4,-11,-18,-9
916.2.a.c,916,1,1,0,0,-2,-2,4,2,-2,8,2,10,2,6,10,-8,-2,10,-6,2,-2,0,-14,14,0,-6,6
916.2.a.d,916,1,1,0,1,-3,2,-3,2,-3,-1,-6,0,-4,2,0,-1,-6,-6,0,-7,8,3,8,-4,3,6,-1
916.2.a.e,916,1,1,0,3,1,4,-5,-4,1,5,2,4,-10,-6,-2,-11,10,-2,6,-7,-2,9,-8,8,9,-6,15
916.2.a.f,916,5,1,0,-1,-4,-9,7,-7,-3,-4,0,-27,-15,-4,-18,-4,6,-21,8,9,10,-21,6,-3,19,-20,23
916.2.a.g,916,9,1,0,-1,10,3,3,11,19,-12,8,11,9,18,18,20,6,17,12,31,-12,27,12,-11,-13,42,-7
917.2.a.a,917,14,1,-5,-6,3,-14,-11,-7,-6,-20,-10,-14,-6,-37,16,-50,-27,-15,1,23,-68,1,-24,-39,-12,-4,-11
917.2.a.b,917,14,1,-3,-12,-9,14,-7,-31,-4,-36,6,2,-30,-15,-10,-62,-5,-3,-9,-43,-40,7,-30,5,-38,14,-27
917.2.a.c,917,18,1,3,10,3,18,1,25,8,34,2,-8,26,9,2,34,-1,-29,17,37,42,1,36,29,24,2,51
917.2.a.d,917,19,1,4,8,-3,-19,9,7,0,26,10,6,2,13,6,66,1,13,11,-35,82,7,24,9,18,-6,-15
918.2.a.a,918,1,1,-1,0,-3,2,0,-1,1,-1,-3,3,-4,-10,3,-1,-6,-6,-12,2,-7,-9,2,8,12,-6,2
918.2.a.b,918,1,1,-1,0,-1,-2,0,3,-1,7,-9,-7,0,-10,5,-1,-2,-2,0,-10,9,-3,-10,-8,-12,10,-6
918.2.a.c,918,1,1,-1,0,-1,3,-5,-2,-1,-8,6,-2,5,10,-10,-6,-12,3,0,-10,-6,12,-5,-8,-7,0,-11
918.2.a.d,918,1,1,-1,0,0,-4,6,-4,1,2,-3,0,-10,5,-9,-4,-12,-3,3,2,2,12,-16,-10,15,-6,-10
918.2.a.e,918,1,1,-1,0,2,-2,0,-6,-1,-8,3,-10,6,-7,11,2,10,-11,-3,2,-6,0,-4,10,-3,4,0
918.2.a.f,918,1,1,-1,0,3,-1,3,2,1,-4,6,6,-7,2,6,2,0,-9,0,2,2,-12,11,8,9,12,5
918.2.a.g,918,1,1,1,0,-3,-1,-3,2,-1,-4,-6,-6,-7,2,-6,2,0,9,0,2,2,12,11,8,-9,-12,5
918.2.a.h,918,1,1,1,0,-2,-2,0,-6,1,-8,-3,10,6,-7,-11,2,-10,11,3,2,-6,0,-4,10,3,-4,0
918.2.a.i,918,1,1,1,0,0,-4,-6,-4,-1,2,3,0,-10,5,9,-4,12,3,-3,2,2,-12,-16,-10,-15,6,-10
918.2.a.j,918,1,1,1,0,1,-2,0,3,1,7,9,7,0,-10,-5,-1,2,2,0,-10,9,3,-10,-8,12,-10,-6
918.2.a.k,918,1,1,1,0,1,3,5,-2,1,-8,-6,2,5,10,10,-6,12,-3,0,-10,-6,-12,-5,-8,7,0,-11
918.2.a.l,918,1,1,1,0,3,2,0,-1,-1,-1,3,-3,-4,-10,-3,-1,6,6,12,2,-7,9,2,8,-12,6,2
918.2.a.m,918,2,1,-2,0,0,4,0,4,2,4,-6,0,4,10,-6,-8,0,6,-6,-8,4,12,16,4,6,24,-20
918.2.a.n,918,2,1,-2,0,2,2,-2,6,-2,6,6,-2,4,0,8,14,-6,6,12,16,-4,0,0,0,8,-6,30
918.2.a.o,918,2,1,2,0,-2,2,2,6,2,6,-6,2,4,0,-8,14,6,-6,-12,16,-4,0,0,0,-8,6,30
918.2.a.p,918,2,1,2,0,0,4,0,4,-2,4,6,0,4,10,6,-8,0,-6,6,-8,4,-12,16,4,-6,-24,-20
919.2.a.a,919,2,1,0,0,-3,1,0,0,6,-7,-6,-6,-7,-2,-6,-2,-15,0,18,7,-9,3,1,15,6,-21,-10
919.2.a.b,919,27,1,-6,-9,-17,-7,-13,-15,-47,-8,-12,-41,-12,1,-80,0,-2,-34,-72,-18,13,-34,-9,-41,-25,-133,0
919.2.a.c,919,47,1,5,9,22,-2,11,11,53,7,14,59,5,5,102,-16,27,52,86,23,-20,41,4,-38,21,194,10
920.2.a.a,920,1,1,0,-3,1,-2,0,1,0,0,1,-3,3,-8,3,-2,-11,-14,-8,-4,-4,7,-9,0,4,-2,18
920.2.a.b,920,1,1,0,-1,1,0,2,-5,-4,-2,-1,-3,7,-2,-9,-4,-9,-6,0,2,-2,-1,1,-14,0,16,-4
920.2.a.c,920,1,1,0,0,1,1,-6,-2,-3,-6,1,3,-3,1,9,-8,4,1,1,8,-7,-5,-6,0,-11,4,6
920.2.a.d,920,1,1,0,1,-1,-2,0,1,-4,-4,1,-3,-1,-8,-5,-6,9,2,0,0,4,3,7,4,8,-14,-14
920.2.a.e,920,2,1,0,-1,-2,-1,-4,-3,7,-4,-2,-8,-8,-3,0,-4,-5,13,-7,-10,-19,-10,11,-10,3,16,2
920.2.a.f,920,2,1,0,1,2,2,-8,3,2,8,2,-13,7,-6,-3,-10,5,8,4,14,-4,-5,29,-4,24,20,-16
920.2.a.g,920,3,1,0,0,-3,3,3,0,-3,3,3,3,6,12,-6,18,15,6,6,27,12,6,-15,0,-12,-30,9
920.2.a.h,920,3,1,0,1,3,2,7,-1,10,-13,3,13,-8,5,8,24,2,1,-17,13,5,-22,12,-4,-15,-8,-3
920.2.a.i,920,3,1,0,2,3,7,3,6,-5,7,-3,-1,10,2,-10,12,1,10,10,-13,-6,10,7,14,16,-20,5
920.2.a.j,920,5,1,0,0,-5,-2,-1,4,4,7,-5,4,19,15,25,0,-11,3,-1,-5,9,1,-1,-2,-45,6,25
921.2.a.a,921,1,1,-2,-1,0,0,5,0,1,-1,0,6,-4,3,3,4,-4,-10,6,14,2,7,-4,11,11,15,-5
921.2.a.b,921,1,1,0,1,0,-1,0,-4,-3,5,-6,-6,-10,2,6,2,0,-9,0,-10,-4,9,2,-13,15,15,11
921.2.a.c,921,2,1,0,2,0,4,-10,8,-2,-2,-4,-16,8,18,2,8,20,-4,0,-12,12,14,-16,-14,6,-6,10
921.2.a.d,921,2,1,2,2,0,6,-2,4,2,-2,12,-8,-4,-2,-10,0,-12,6,0,16,8,-18,16,8,8,12,20
921.2.a.e,921,7,1,-2,7,-7,-13,-10,-8,5,-20,0,8,-22,-33,-22,-7,-9,23,-14,-1,-18,-28,-13,-5,-19,-8,-17
921.2.a.f,921,11,1,4,-11,7,2,7,-8,5,10,18,2,38,-36,23,-19,47,22,48,-13,-6,48,-7,19,15,-2,5
